,input,A,B,B2
1424,그는 핫도그 먹기 대회에 참가했다,그는 우승하여 세계 기록을 세웠다,먹다,그는 배타고 산책을 하러 갔다
1425,그는 무대 공포증이 있었다,무대에서 공연을 하지 않았다,공연,"그는 심리 상담을 받았고, 무대 공포증을 극복하기 위해 노력했다"
1426,그는 멀리 있는 물체를 볼 수 있었다,그는 안과 검진을 받았다,레이저 수술,그는 더 가까이 다가가서 그 물체를 자세히 살펴보았다
1427,그는 집으로 돌아가는 길을 찾았다,집에 안전하게 도착했다,술을 마시고,그는 피곤한 몸을 이끌고 집으로 향했다
1428,그는 자신의 능력을 키웠다,그 후 그는 더 많은 책임을 맡게 되었다,노력하다,"그는 새로운 도전에 나섰고, 더 큰 성과를 이루었다"
1429,그는 초인종을 눌렀다,집주인이 나와서 그에게 질문했다,잠자다,아파트 담당자가 나타났다
1430,그는 발목을 뼜다,그는 병원으로 실려갔다,춤을 추다,"통증을 느꼈고, 응급실로 신속히 이동하여 치료를 받아야 했다"
1431,그는 그녀를 밀쳐내었다,싸움이 벌어졌다,싸움,그는 자신의 행동을 후회했다
1432,그는 그녀에게 빵을 줬다,그녀는 감사하다고 말했다,먹다,그녀는 감사하다고 말했다
1433,그는 자판기에서 사탕을 꺼내었다,그는 사탕을 먹었다,사탕을 먹다,는 사탕을 입에 넣고 씹기 시작했다
1434,그는 독감 예방 주사를 맞았다,그 후 그는 몸이 약해져서 몇 일 동안 휴가를 갔다,접종,체온이 조금 올랐지만 몇 일 후에 회복했다
1435,그는 섹터에서 건물을 발견했다,그는 건물을 조사하고 안전을 확인하기 위해 관할 당국에 신고했다,조사하다,그는 건물 주변을 탐사하기 시작했다
1436,그는 자전거에서 떨어졌다,그는 부상을 입었고 병원으로 옮겨졌다,타고 있던 것으로 보인다,그는 다치지 않았지만 조심스럽게 일어섰다
1437,그는 책을 돌려받았다,그는 보증금을 돌려받았다,반납하다,그는 돌아가서 다른 책을 빌렸다
1438,그는 침실을 청소했다,그 후에는 침실이 깨끗해졌다,청소를 완료하다,욕실을 청소하기로 결정했다
1439,그는 얼음판 위에서 미끄러졌다,그는 다쳐서 병원으로 옮겨졌다,눈이 내리다,땅에 떨어졌고 다친 부분을 즉시 얼음으로 식히기 시작했다
1440,그는 기분이 훨씬 나아졌다,응답없음,운동,는 친구들과 함께 식사를 하러 나갔다
1441,그는 수건을 가져왔다,그는 얼굴을 닦았다,샤워,그는 얼굴을 닦았다
1442,그는 졸리다고 느꼈다,그는 잠을 자러 갔다,잠을 자러 가다,그는 커피를 마셨다
1443,그는 얼룩이 생겼다,그는 옷을 갈아입었다,땀을 닦다,그것을 세탁기에 넣어서 세탁했다
1444,그는 새 가구를 구입했다,그는 집을 재구성했다,"""이사""하다",집을 재구성했다
1445,그는 슬퍼 보였다,주변 사람들이 그를 위로하고 위안해 주었다,나쁜 일이 있었다,나는 그에게 안아주고 위로해 주었다
1446,그는 처음에는 좋아했다,그러나 시간이 지남에 따라 실망하게 되었다,실망하다,는 실망했다
1447,그는 실수로 베였다,그는 신속하게 응급 처치를 받았다,파티,"사과를 했고, 상황을 해결하기 위해 최선을 다했다"
1448,그는 밖에서 추위를 느꼈다,그는 안으로 들어가서 따뜻한 옷을 입었다,저녁식사를 하러 나온 것으로 추정된다,내복을 입고 방으로 들어갔다
1449,그는 사고를 일으켰다,그는 사고를 일으켜 경찰에 체포되었다,음주운전,사고 현장을 벗어나려 했지만 주변 사람들이 그를 막았다
1450,그는 함께 웃었다,그 사람들과 친해졌다,축하하다,서로의 이야기를 나누며 즐거운 시간을 보냈다
1451,그는 스카이다이빙을 하러 갔다,그 후 그는 하늘에서의 자유를 느낄 수 있었다,스카이다이빙,파라셀링을 하러 바다로 이동했다
1452,그는 새 휴대폰을 받았다,그는 이전에 사용하던 휴대폰을 버리고 새 휴대폰을 받았다,구매,새 휴대폰을 설정하고 친구들에게 자랑했다
1453,그는 어쨌든 가기로 결정했다,결국 그는 여행을 떠났다,가기하다,그는 가방을 싸들고 집을 나서 버스 정류장으로 향했다
1454,그는 그녀의 뺨을 쓰다듬었다,그녀는 그를 향해 손을 휘저어 뺨을 치고 말았다,사랑을 고백하다,"그녀의 손을 잡았고, 서로를 바라보며 웃었다"
1455,그는 어지럽었다,그 후 그는 주변을 살펴보고 자리를 잡았다,술을 마시다,"그는 숨을 깊이 들이마셨고, 마음을 가다듬기 위해 몇 분 동안 정신을 가다듬었다"
1456,그는 술을 많이 마셨다,음주운전으로 체포되었다,취하다,"정신이 혼미해졌고, 어지러움과 두통이 찾아왔다"
1457,그는 매니큐어를 받았다,손톱이 깔끔하고 예쁘게 손질되었다,손톱을 다듬다,손을 마사지 받았다
1458,그는 일격을 가했다,상대방은 쓰러졌다,즉시하다,"상대방은 주저앉았고, 경찰이 도착하여 그를 체포했다"
1459,그는 아침을 먹었다,후에 일상적인 활동을 시작했다,식사,운동을 하고 출근했다
1460,그는 페디큐어를 받았다,그 후 그는 발을 아주 예쁘게 꾸몄다,손톱을 다듬다,발레를 연습했다
1461,그는 밴드를 시작했다,음악계에서 성공을 거두었다,그는 대학을 졸업하다,"그들은 지역 공연을 많이 하게 되었고, 인기를 얻게 되었다"
1462,그는 볼륨을 높였다,주변 사람들이 그에게 시끄러움을 조용히 하라고 요청했다,일어나다,는 음악이 더욱 강렬하게 흘러나왔다
1463,그는 새 라켓을 구입했다,그는 테니스를 즐기기 시작했다,사용하다,라켓을 가지고 테니스를 치러 나갔다
1464,그는 새 직장이 생겼다,그는 새 직장에서 일을 시작했다,이직,그는 새로운 도전에 대한 기대와 설렘으로 가득 찼다
1465,그는 알람이 울려도 잠을 자지 않았다,일어난 사건 후 그는 늦잠을 자게 되었다,알람을 끈,침대에서 일어나서 씻고 아침 식사를 준비했다
1466,그는 식료품 쇼핑을 하러 갔다,식료품을 산 후 집으로 돌아왔다,식료품 쇼핑하다,그는 집으로 돌아왔다
1467,그는 유튜브에서 동영상을 시청했다,그 후에는 그가 다른 동영상을 시청했다,시청하다,친구들과 함께 식사를 하러 나갔다
1468,그는 학교를 그리워 했다,그래서 학교에 다시 등록했다,졸업,그는 학창시절의 친구들과 선생님들을 그리워 했다
1469,그는 내일 시험이 있었다,그래서 그는 밤새 공부했다,시험을 보다,열심히 공부하고 시험을 잘 보았다
1470,그는 새 선풍기를 구입했다,그는 시원한 바람을 맞으며 편안하게 지내기 시작했다,선풍기를 사용하다,그는 시원한 바람을 맞으며 편안하게 쉬었다
1471,그는 자신감이 더 생겼다,그 사건 이후 그는 자신감이 더 생겼다,도전하여,어떤 도전에도 두려움 없이 도전했다
1472,그는 날씨를 확인했다,우산을 가져왔다,외출하다,우산을 가져왔다
1473,그는 반려동물을 키우고 싶어 했다,그래서 그는 동물 보호소에서 강아지를 입양했다,결혼,동물 보호소를 방문하여 입양을 결정했다
1474,그는 뉴스를 확인했다,뉴스를 확인한 후 그는 새로운 정보에 대해 알게 되었다,일어나다,새로운 정보를 얻기 위해 온라인 기사를 읽었다
1475,그는 손가락을 두드렸다,문을 열었다,졸음을 깨우기 위해,안으로 들어갔다
1476,그는 아내와 이혼했다,이혼 소송이 진행되었다,결혼,그는 새로운 삶을 시작하기로 결심했다
1477,그는 그 어느 때보다 기분이 좋아졌다,그 이후에는 일상 생활에서 더욱 즐거움을 느끼게 되었다,운동,그는 친구들과 함께 와인을 마시며 즐거운 대화를 나누었다
1478,그는 강아지를 키우게 되었다,그 후 그는 매일 강아지와 즐거운 시간을 보내며 행복해졌다,결혼,"그는 산책을 자주 나가게 되었고, 강아지와 함께하는 시간이 행복했다"
1479,그는 최선을 다해 노력했다,"그 결과, 성공을 거두었다",성공하다,성공을 거두었다
1480,그는 가려움을 느꼈다,그는 가려움을 느껴서 간단히 가려운 부위를 긁었다,목욕,그는 손으로 가려움을 풀어주었다
1481,그는 영화를 보고 싶어 했다,하지만 영화관이 폐쇄되어 있어서 영화를 볼 수 없었다,일어난,친구들과 함께 영화를 보러 영화관에 갔다
1482,그는 전화가 울리기 시작했다,그는 전화를 받았다,전화를 받다,"그는 전화를 받았고, 상대방과 대화를 나누기 시작했다"
1483,그는 걸을 수 없었다,그는 병원으로 신속히 이송되었다,술을 마시고,그는 휠체어에 앉아야 했다
1484,그는 스스로를 아끼는 사람였다,하지만 그가 가난한 이웃을 돕기 위해 자신의 돈을 기부했다,자기 자신을 존중하다,그는 자신의 건강을 유지하기 위해 꾸준히 운동하고 올바른 식습관을 유지했다
1485,그는 정책을 변경했다,정책 변경 후에는 조직 또는 시스템 내에서 새로운 지침이나 규정이 시행되었다,결정하다,많은 비판을 받았다
1486,그는 좋아하는 셔츠가 있었다,그 셔츠를 사기 위해 상점으로 갔다,세탁을 하다,그 셔츠를 입고 친구들과 만나기로 했다
1487,그는 짐을 챙겼다,여행을 떠났다,운동하다,집을 나섰다
1488,그는 머리를 풀어헤쳤다,그는 문제를 해결하기 위해 새로운 아이디어를 찾기 시작했다,운동하다,긴장을 푸는 숨을 깊게 들이마셨다
1489,그는 그후 기분이 훨씬 나아졌다,응답없음,운동,그는 자신의 실수를 깨닫고 반성하여 다시 시작하기로 결심했다
1490,그는 셀카를 찍었다,그 후에 사진을 SNS에 올렸다,자신의 모습을 확인하다,그를 소셜 미디어에 업로드했다
1491,그는 친구들과 팝콘을 나눠 먹었다,팝콘을 나눠 먹은 후에는 영화를 시청했다,영화를 보다,영화를 보러 갔다
1492,그는 자신감이 생겼다,응답없음,노력하다,자신의 능력을 믿고 도전적인 일에 도전하기 시작했다
1493,그는 컬렉션에 추가했다,그는 그 사건을 기록하여 컬렉션에 추가했다,추가하다,그는 컬렉션을 완성하기 위해 다양한 아이템을 찾았다
1494,그는 어젯밤에 잘 잤다,그는 다음 날 상쾌하게 일어났다,푹 잠을 자고 나서,일어나서 아침 식사를 하고 출근했다
1495,그는 수염을 길렀다,그는 외모가 변해서 주변 사람들에게 더 많은 관심을 받았다,자라다,그는 자신의 외모에 대해 자신감을 갖게 되었다
1496,그는 눈싸움을 하고 있었다,두 사람 사이에 큰 싸움이 벌어졌다,싸움을 하다,그는 손을 뻗어 나를 안아주었다
1497,그는 저녁을 걸렀다,이후 그는 친구들과 함께 식사를 했다,저녁을 걸었다,그는 친구들과 함께 술집으로 갔다
1498,그는 아침 일찍부터 일을 시작했다,하루 종일 바쁜 일정을 소화하며 피곤해져서 저녁에 일찍 잠들었다,나중에 일어나다,"회의에 참석하고, 오후에는 고객과의 미팅을 가졌다"
1499,그는 그녀를 좋아하는 것 같았다,하지만 그녀는 그의 마음을 받아들이지 않았다,데이트,그녀에게 고백했다
1500,그는 휴대폰을 찾을 수 없었다,휴대폰을 찾기 위해 집안을 뒤적였지만 결국 찾지 못했다,출발,주변을 뒤져보고 사람들에게 물어보았지만 여전히 찾을 수 없었다
1501,그는 너무 많이 사용했다,그 후에 그의 신용카드는 막혔다,과다 사용하다,그는 자신의 휴대전화가 과열되어 버렸다
1502,그는 출근을 위해 옷을 입었다,그는 회사로 향했다,잠에서 깨어나다,그는 차를 타고 회사로 향했다
1503,그는 얼룩을 제거했다,의상에 묻은 얼룩을 제거하여 깨끗한 상태로 만들었다,청소,옷을 다시 세탁기에 넣었다
1504,그는 다시 고개를 흔들었다,그는 다시 고개를 흔들며 거부했다,실망하다,아무런 말도 하지 않았다
1505,그는 혼자 술을 마셨다,술에 취해서 사고를 치러서 병원으로 옮겨졌다,취하다,그는 우울한 기분에 빠져 자신을 위로하기 위해 음악을 들었다
1506,그는 스마트폰을 구입했다,그 후에는 그가 스마트폰을 사용하여 일상생활 및 업무에 편리함을 누렸다,구입하다,그의 생활은 편리해졌다
1507,그는 타이어를 걷어찼다,그는 타이어를 걷어차고 차량을 수리했다,파열기,그는 자전거를 수리하기 위해 바퀴를 교체했다
