,input,A,B
1639,그는 양치질을 하고 있었다,그는 위생에 신경을 쓴다,그는 양치질을 하고 있었다. 그는 깨끗한 사람으로 보인다
1640,그는 공을 훔쳤다,그는 도둑질을 한다,그는 공을 훔쳤다. 그는 나쁜 사람으로 보인다
1641,그는 조언을 구했다,그는 현명하다,그는 조언을 구했다. 그는 현명한 사람으로 보인다
1642,그는 손가락을 가리켰다,그는 지시하다,그는 손가락을 가리켰다. 그는 비난하는 사람으로 보인다
1643,그는 고양이에게 사료를 줬다,그는 친근하다,그는 고양이에게 사료를 줬다. 그는 애완동물을 좋아하는 사람으로 보인다
1644,그는 신선한 공기를 마셨다,그는 상쾌하다,그는 신선한 공기를 마셨다. 그는 상쾌한 사람으로 보인다
1645,그는 할 말이 있었다,그는 궁금하다,그는 할 말이 있었다. 그는 중요한 사람으로 보인다
1646,그는 우편물을 집에 배달했다,그는 신뢰할 만하다,그는 우편물을 집에 배달했다. 그는 친절한 사람으로 보인다
1647,그는 친구들과 함께 영화를 봤다,그는 사교적이다,그는 친구들과 함께 영화를 봤다. 그는 사교적인 사람으로 보인다
1648,그는 텍사스로 이사했다,그는 새로운 시작을 원한다,그는 텍사스로 이사했다. 그는 모험심이 강한 사람으로 보인다
1649,그는 그녀에게 약을 줬다,그는 친절하다,그는 그녀에게 약을 줬다. 그는 관대한 사람으로 보인다
1650,그는 함께 모여 있었다,그는 사교적이다,그는 함께 모여 있었다. 그는 사교적인 사람으로 보인다
1651,그는 냄새가 끔찍했다,그는 더러워 보인다,그는 냄새가 끔찍했다. 그는 청결을 중요시하지 않는 사람으로 보인다
1652,그는 복권을 구매했다,그는 운이 좋다,그는 복권을 구매했다. 그는 행운아로 보인다
1653,그는 변기 물을 내렸다,그는 예의 바르다,그는 변기 물을 내렸다. 그는 청결한 사람으로 보인다
1654,그는 자신의 차례가 왔다,그는 기대하고 있었다,그는 자신의 차례가 왔다. 그는 기쁜 사람으로 보인다
1655,그는 고양이를 반려동물로 키우고 있었다,그는 애완동물을 좋아하다,그는 고양이를 반려동물로 키우고 있었다. 그는 애착있는 사람으로 보인다
1656,그는 공을 잡았다,그는 능숙하다,그는 공을 잡았다. 그는 민첩한 사람으로 보인다
1657,그는 잘 자고 있었다,그는 피곤하다,그는 잘 자고 있었다. 그는 평화로운 사람으로 보인다
1658,그는 자신에게 보상했다,그는 자기 돌봄이 필요하다,그는 자신에게 보상했다. 그는 자기 사랑하는 사람으로 보인다
1659,그는 즐거운 밤을 보내고 있었다,그는 즐거운 사람으로 보인다,그는 즐거운 밤을 보내고 있었다. 그는 행복한 사람으로 보인다
1660,그는 과학 시험이 있었다,그는 열심히 공부하는 학생으로 보인다,그는 과학 시험이 있었다. 그는 열심히 공부하는 사람으로 보인다
1661,그는 완벽한 반려견을 찾았다,그는 행운아이다,그는 완벽한 반려견을 찾았다. 그는 행복한 사람으로 보인다
1662,그는 아기가 있었다,그는 책임감이 있다,그는 아기가 있었다. 그는 책임감 있는 사람으로 보인다
1663,그는 넘어져 팔이 부러졌다,그는 불운한 상황에 처했다,그는 넘어져 팔이 부러졌다. 그는 다친 사람으로 보인다
1664,그는 누군가에게 말했다,그는 사교적이다,그는 누군가에게 말했다. 그는 사교적인 사람으로 보인다
1665,그는 떠났다,그는 떠나갔다,그는 떠났다. 그는 외로운 사람으로 보인다
1666,그는 아기처럼 울었다,그는 무력하다,그는 아기처럼 울었다. 그는 연약한 사람으로 보인다
1667,그는 그것을 저녁 식사로 먹었다,그는 보통 사람이다,그는 그것을 저녁 식사로 먹었다. 그는 이상한 사람으로 보인다
1668,그는 자세히 살펴봤다,그는 꼼꼼하다,그는 자세히 살펴봤다. 그는 꼼꼼한 사람으로 보인다
1669,그는 냄새가 정말 심했다,그는 더럽다,그는 냄새가 정말 심했다. 그는 청결하지 않은 사람으로 보인다
1670,그는 걷는 법을 배웠다,그는 자립적이다,그는 걷는 법을 배웠다. 그는 자립적인 사람으로 보인다
1671,그는 첫 아기가 생겼다,그는 기쁘다,그는 첫 아기가 생겼다. 그는 행복한 사람으로 보인다
1672,그는 물론이라고 말했다,그는 확신에 찬다,그는 물론이라고 말했다. 그는 확신에 찬 사람으로 보인다
1673,그는 아직 늦었다,그는 부주의하다,그는 아직 늦었다. 그는 부주의한 사람으로 보인다
1674,그는 유튜브 동영상을 시청했다,그는 즐거워하다,그는 유튜브 동영상을 시청했다. 그는 흥미진진한 사람으로 보인다
1675,그는 그녀의 머리카락을 가지고 놀았다,그는 장난기 많다,그는 그녀의 머리카락을 가지고 놀았다. 그는 장난스러운 사람으로 보인다
1676,그는 그녀의 입술을 깨물었다,그는 충동적이다,그는 그녀의 입술을 깨물었다. 그는 충동적인 사람으로 보인다
1677,그는 걷는 데 문제가 있었다,그는 건강이 좋지 않다,그는 걷는 데 문제가 있었다. 그는 취약한 사람으로 보인다
1678,그는 열쇠를 떨어뜨렸다,그는 어리둥절하다,그는 열쇠를 떨어뜨렸다. 그는 어리석은 사람으로 보인다
1679,그는 앞치마 끈을 느슨하게 풀었다,그는 방심한 것 같다,그는 앞치마 끈을 느슨하게 풀었다. 그는 편안한 사람으로 보인다
1680,그는 새 마우스를 구입했다,그는 현대적이다,그는 새 마우스를 구입했다. 그는 기쁜 사람으로 보인다
1681,그는 중학교에 입학했다,그는 새로운 시작을 하다,그는 중학교에 입학했다. 그는 새로운 시작을 하는 사람으로 보인다
1682,그는 집에서 지갑을 찾았다,그는 당황스럽다,그는 집에서 지갑을 찾았다. 그는 안도한 사람으로 보인다
1683,그는 이제 막 고등학교를 졸업했다,그는 미래가 기대된다,그는 이제 막 고등학교를 졸업했다. 그는 미래가 유망한 사람으로 보인다
1684,그는 다음 날 학교에 갔다,그는 책임감이 있다,그는 다음 날 학교에 갔다. 그는 책임감 있는 사람으로 보인다
1685,그는 자리에 앉았다,그는 피곤하다,그는 자리에 앉았다. 그는 피곤한 사람으로 보인다
1686,그는 사람들을 초대했다,그는 사교적이다,그는 사람들을 초대했다. 그는 활발한 사람으로 보인다
1687,그는 오늘 밤에 잠을 잤다,그는 평범하다,그는 오늘 밤에 잠을 잤다. 그는 피곤한 사람으로 보인다
1688,그는 그녀의 발목을 비틀었다,그는 잔인하다,그는 그녀의 발목을 비틀었다. 그는 사악한 사람으로 보인다
1689,그는 메모를 남겼다,그는 조직적이다,그는 메모를 남겼다. 그는 잊어버리기 쉬운 사람으로 보인다
1690,그는 대신 피자를 주문했다,그는 선택이 많다,그는 대신 피자를 주문했다. 그는 관대한 사람으로 보인다
1691,그는 손가락에 화상을 입었다,그는 부주의하다,그는 손가락에 화상을 입었다. 그는 아픈 사람으로 보인다
1692,그는 수업에 지각했다,그는 부주의하다,그는 수업에 지각했다. 그는 부주의한 사람으로 보인다
1693,그는 수영하러 가고 싶어했다,그는 즐거워하다,그는 수영하러 가고 싶어했다. 그는 즐거운 사람으로 보인다
1694,그는 반창고를 붙였다,그는 격렬하다,그는 반창고를 붙였다. 그는 조심스러운 사람으로 보인다
1695,그는 계정을 삭제했다,그는 결단력이 있다,그는 계정을 삭제했다. 그는 결단력 있는 사람으로 보인다
1696,그는 자외선 차단제를 바르는 것을 잊어버렸다,그는 부주의하다,그는 자외선 차단제를 바르는 것을 잊어버렸다. 그는 부주의한 사람으로 보인다
1697,그는 학교를 시작했다,그는 교육을 받다,그는 학교를 시작했다. 그는 신나는 사람으로 보인다
1698,그는 새로운 음식을 시도했다,그는 개방적이다,그는 새로운 음식을 시도했다. 그는 호기심 많은 사람으로 보인다
1699,그는 사람들과 잘 어울렸다,그는 사교적이다,그는 사람들과 잘 어울렸다. 그는 사교적인 사람으로 보인다
1700,그는 감기에 걸렸다,그는 아프다,그는 감기에 걸렸다. 그는 아프다고 보이는 사람으로 보인다
1701,그는 생일 파티를 하고 있었다,그는 축하받고 싶다,그는 생일 파티를 하고 있었다. 그는 즐거운 사람으로 보인다
1702,그는 열기구를 타러 갔다,그는 모험을 즐기는 사람으로 보인다,그는 열기구를 타러 갔다. 그는 용감한 사람으로 보인다
1703,그는 한 시간 동안 플레이했다,그는 열정적이다,그는 한 시간 동안 플레이했다. 그는 열정적인 사람으로 보인다
1704,그는 일기 예보를 확인했다,그는 신중하다,그는 일기 예보를 확인했다. 그는 신중한 사람으로 보인다
1705,그는 일찍 잠을 잤다,그는 피곤하다,그는 일찍 잠을 잤다. 그는 건강한 사람으로 보인다
1706,그는 가기 싫어했다,그는 꺼리는 경향이 있다,그는 가기 싫어했다. 그는 귀찮은 사람으로 보인다
1707,그는 허리를 다쳤다,그는 아픕니다,그는 허리를 다쳤다. 그는 아픈 사람으로 보인다
1708,그는 이메일을 열어봤다,그는 궁금한 사람으로 보인다,그는 이메일을 열어봤다. 그는 호기심 많은 사람으로 보인다
1709,그는 판매자에게 연락했다,그는 물건을 사고 싶다,그는 판매자에게 연락했다. 그는 관심이 있는 사람으로 보인다
1710,그는 애완동물을 키웠다,그는 애완동물을 좋아한다,그는 애완동물을 키웠다. 그는 다정한 사람으로 보인다
1711,그는 변화가 필요했다,그는 더 나은 삶을 원한다,그는 변화가 필요했다. 그는 불만족한 사람으로 보인다
1712,그는 그녀에게 와주셔서 감사하다고 했다,그는 공손하다,그는 그녀에게 와주셔서 감사하다고 했다. 그는 예의 바른 사람으로 보인다
1713,그는 무엇을 먹을지 결정했다,그는 결단력이 있다,그는 먹을 것을 결정했다. 그는 결단력 있는 사람으로 보인다
1714,그는 그녀의 뺨을 만졌다,그는 화가 났다,그는 그녀의 뺨을 만졌다. 그는 화난 사람으로 보인다
1715,그는 부모님과 다시 함께 살게 되었다,그는 가족을 중요시하는 사람으로 보인다,그는 부모님과 다시 함께 살게 되었다. 그는 행복한 사람으로 보인다
1716,그는 손으로 그늘을 만들었다,그는 창의적이다,그는 손으로 그늘을 만들었다. 그는 예술적인 사람으로 보인다
1717,그는 조깅을 시작했다,그는 건강하다,그는 조깅을 시작했다. 그는 건강한 사람으로 보인다
1718,그는 고개를 절레절레 흔들었다,그는 부정적이거나 거부하는 태도를 보인다,그는 고개를 절레절레 흔들었다. 그는 부끄러운 사람으로 보인다
1719,그는 재채기를 시작했다,그는 갑작스럽다,그는 재채기를 시작했다. 그는 감기에 걸린 사람으로 보인다
1720,그는 새 텐트를 구입했다,그는 야외 활동을 좋아하는 사람으로 보인다,그는 캠핑을 좋아하는 사람으로 보인다
1721,그는 이리저리 뛰어다녔다,그는 활동적이다,그는 이리저리 뛰어다녔다. 그는 적극적인 사람으로 보인다
1722,그는 좋아하는 프로그램을 시청했다,그는 즐거워하다,그는 좋아하는 프로그램을 시청했다. 그는 즐거운 사람으로 보인다
1723,그는 곰을 봤다,그는 놀라다,그는 곰을 봤다. 그는 놀란 사람으로 보인다
1724,그는 한 쪽 편을 들었다,그는 궁금한 사람이다,그는 한 쪽 편을 들었다. 그는 호기심 많은 사람으로 보인다
1725,그는 독서를 좋아했다,그는 지적이다,그는 독서를 좋아했다. 그는 지적인 사람으로 보인다
1726,그는 친구와 대화했다,그는 사교적이다,그는 친구와 대화했다. 그는 사교적인 사람으로 보인다
1727,그는 며칠 내에 갱신되었다,그는 희망적이다,그는 며칠 내에 갱신되었다. 그는 피곤한 사람으로 보인다
1728,그는 대학을 졸업했다,그는 교육을 받은 사람으로 보인다,그는 대학을 졸업했다. 그는 자랑스러운 사람으로 보인다
1729,그는 어지러움을 느꼈다,그는 혼란스럽다,그는 어지러움을 느꼈다. 그는 혼란스러운 사람으로 보인다
1730,그는 주사위를 굴렸다,그는 운이 좋다,그는 주사위를 굴렸다. 그는 운이 좋은 사람으로 보인다
