,input,A,B,B2
1336,그는 친구를 만났다,그는 좋은 시간을 보냈다,그는 친구를 만났다. 이는 그가 집에 돌아가기 전에 일어났다,그는 친구를 만났다. 그 후에 함께 식사를 하러 식당으로 갔다
1337,그는 풍선을 받았다,그는 풍선을 놓치다,그는 풍선을 받았다. 이는 그가 생일 축하를 받기 전에 일어났다,그는 풍선을 받았다. 그 후에 그는 풍선을 불어서 날렸다
1338,그는 팁을 남겼다,서비스가 훌륭해서 재방문을 약속하다,그는 팁을 남겼다. 이는 그가 레스토랑을 나서기 전에 일어났다,그는 서비스가 좋았다고 칭찬을 받았다
1339,그는 손톱을 물어뜯었다,그는 손톱이 아파서 그만두다,그는 손톱을 물어뜯었다. 이는 긴장되기 전에 일어났다,그는 손톱을 물어뜯었다. 그 후에 손이 상처가 나서 아프다고 했다
1340,그는 다리를 흔들었다,의자에서 떨어졌다,그는 다리를 흔들었다. 이는 그가 자신이 불안해하는 것을 나타내기 전에 일어났다,그는 다리를 흔들었다. 그 후에 자세를 바로 했다
1341,그는 반려동물을 입양했다,그는 새로운 가족 구성원을 환영했다,그는 반려동물을 입양했다. 이는 그가 동물 보호소를 나오기 전에 일어났다,그는 반려동물을 입양했다. 그 후에 그의 삶은 더 활기차지고 행복해졌다
1342,그는 빠르게 발길질했다,그는 경기에서 1등을 차지했다,그는 빠르게 발길질했다. 이는 그가 출근하기 전에 일어났다,그는 빠르게 목적지에 도착했다
1343,그는 네가 편지를 보내줘서 고마워했다,그는 네게 감사 편지를 써서 보내다,그는 네가 편지를 보내줘서 고마워했다. 이는 그가 우울증으로 빠지기 전에 일어났다,그는 네가 편지를 보내줘서 고마워했다. 그 후에 그는 네게 전화를 걸었다
1344,그는 순간을 몇 시간처럼 느꼈다,그는 시계를 확인하다,그는 순간을 몇 시간처럼 느꼈다. 이는 그가 사랑하는 사람과 함께 있기 전에 일어났다,그는 순간을 몇 시간처럼 느꼈다. 그 후에 그는 현실로 돌아왔다
1345,그는 어쨌든 하나를 구입했다,그는 돈을 지불하다,그는 어쨌든 하나를 구입했다. 이는 그가 할인 기간이 끝나기 전에 일어났다,그는 어쨌든 하나를 구입했다. 그 후에 그는 만족한 표정으로 집을 나왔다
1346,그는 전공을 바꿨다,그는 새로운 직업을 찾다,그는 전공을 바꿨다. 이는 대학을 졸업하기 전에 일어났다,그는 새로운 전공에서 흥미를 느꼈다
1347,그는 버스를 놓쳤다,그는 택시를 타다,그는 버스를 놓쳤다. 이는 출발 시간을 확인하지 않기 전에 일어났다,그는 택시를 타고 집에 돌아갔다
1348,그는 아무것도 걱정하지 않았다,그는 모든 것이 잘 될 거라고 믿었다,그는 아무것도 걱정하지 않았다. 이는 그가 모든 것을 잃기 전에 일어났다,그는 아무것도 걱정하지 않았다. 그 후에 모든 문제가 해결되었다
1349,그는 뭔가 고약한 냄새가 났다,그는 샤워를 하러 갔다,그는 뭔가 고약한 냄새가 났다. 이는 그가 샤워하기 전에 일어났다,그는 샤워를 하러 갔다
1350,그는 친구를 때렸다,그는 사과하다,그는 친구를 때렸다. 이는 그가 화해하기 전에 일어났다,그는 친구를 때렸다. 그 후에 사과하고 용서를 구했다
1351,그는 개를 데려왔다,그는 새로운 가족 구성원을 환영하다,그는 개를 데려왔다. 이는 그가 동물 보호소에 가기 전에 일어났다,그는 개를 데려왔다. 그 후에 집안이 활기를 띤다
1352,그는 남편을 잃었다,그는 슬픔에 잠기다,그는 남편을 잃었다. 이는 그가 마지막으로 키스하고 작별인사를 하기 전에 일어났다,그는 많은 지원을 받았다
1353,그는 심지어 동전 지갑도 만들었다,그는 돈을 벌기 위해 노력하다,그는 심지어 동전 지갑도 만들었다. 이는 그가 돈을 잃기 전에 일어났다,그는 실제로 동전 지갑을 팔기 시작했다
1354,그는 공원에 가고 싶어 했다,그는 산책을 즐기다,그는 공원에 가고 싶어 했다. 이는 그가 집을 나서기 전에 일어났다,그는 공원에 가고 싶어 했다. 그 후에 친구들과 함께 피크닉을 즐겼다
1355,그는 데이트를 하러 가는 중였다,그는 자신의 여자친구와 만나러 가다,그는 데이트를 하러 가는 중였다. 이는 그가 여자친구를 만나기 전에 일어났다,그는 데이트를 하러 가는 중였다. 그 후에 그녀와 재미있는 시간을 보냈다
1356,그는 재미있는 소리를 내었다,주변 사람들이 그를 주목하고 웃었다,그는 재미있는 소리를 내었다. 이는 그가 웃음을 참기 전에 일어났다,그는 재미있는 소리를 내었다. 그 후에 주변 사람들이 함께 웃었다
1357,그는 자동차 키를 찾을 수 없었다,그는 자동차를 집 앞에 두고 오토바이로 출근하다,그는 자동차 키를 찾을 수 없었다. 이는 출발하기 전에 일어났다,그는 자동차 키를 찾을 수 없었다. 그 후에 창문을 깨고 자동차 안으로 들어갔다
1358,그는 온라인 검색을 했다,그는 필요한 정보를 찾다,그는 온라인 검색을 했다. 이는 그가 질문에 대한 정확한 답변을 찾기 전에 일어났다,그는 온라인 검색을 했다. 그 후에 그는 원하는 정보를 찾았다
1359,그는 자신의 아버지를 찾았다,그는 가족과 다시 재회하다,그는 자신의 아버지를 찾았다. 이는 그가 아버지를 잃어버리기 전에 일어났다,그는 자신의 아버지를 찾았다. 그 후에 그는 안도의 눈물을 흘렸다
1360,그는 목표물을 놓쳤다,그는 실망하다,그는 목표물을 놓쳤다. 이는 그가 정조준하기 전에 일어났다,그는 목표물을 놓쳤다. 그 후에 다시 조준해서 발사했다
1361,그는 배낭을 챙겼다,그는 등산을 떠났다,그는 배낭을 챙겼다. 이는 여행을 떠나기 전에 일어났다,그는 여행을 떠났다
1362,그는 인형을 찾았다,그는 어린이들에게 선물해주다,그는 인형을 찾았다. 이는 자마자 다른 장난감을 놓치기 전에 일어났다,그는 인형을 찾았다. 그 후에 그의 어린이들은 기뻐하며 인형과 놀기 시작했다
1363,그는 정말 늦었다,그는 일을 놓치다,그는 정말 늦었다. 이는 그가 알람을 끄기 전에 일어나지 않았기 때문이었다,그는 정말 늦었다. 그 후에 모든 사람들이 이미 도착했다
1364,그는 안경을 찾았다,그는 더 잘 보게 되었다,그는 안경을 찾았다. 이는 그가 실수로 잃어버리기 전에 일어났다,그는 안경을 찾았다. 그 후에 그는 책을 읽기 시작했다
1365,그는 스스로를 진정시켰다,그는 문제를 해결했다,그는 스스로를 진정시켰다. 이는 화가 폭발하기 전에 일어났다,그는 스스로를 진정시켰다. 그 후에 그는 문제를 해결할 수 있었다
1366,그는 감자튀김을 주문했다,그는 식사를 마치고 집에 돌아갔다,그는 감자튀김을 주문했다. 이는 그가 다이어트를 시작하기 전에 일어났다,그는 감자튀김을 주문했다. 그 후에 그는 햄버거도 추가로 주문했다
1367,그는 아기 이름을 지었다,그는 아이의 출생신고를 하다,그는 아기 이름을 지었다. 이는 그가 아내와 함께 출산하기 전에 일어났다,그는 아기 이름을 지었다. 그 후에 축하하는 친구들이 모두 모여있었다
1368,그는 할로윈 파티에 초대했다,그는 코스튬을 찾아야 했다,그는 할로윈 파티에 초대했다. 이는 그가 마스크를 쓰고 집을 나서기 전에 일어났다,그는 할로윈 파티에 참석하기로 결정했다. 그 후에 그는 코스튬을 골라야 했다
1369,그는 자신의 헤어와 메이크업을 직접 했다,그는 자신의 외모에 대해 자신감을 갖다,그는 자신의 헤어와 메이크업을 직접 했다. 이는 그가 파티에 참석하기 전에 일어났다,그는 자신의 헤어와 메이크업을 직접 했다. 그 후에 자신감이 넘쳤다
1370,그는 결국 굴복했다,그는 자신의 원칙을 버리다,그는 결국 굴복했다. 이는 자신의 실수를 인정하기 전에 일어났다,그는 결국 굴복했다. 그 후에 문제가 더 커졌다
1371,그는 대화를 원했다,그는 다른 사람과 소통하다,그는 대화를 원했다. 이는 그가 결정을 내리기 전에 일어났다,그는 대화를 원했다. 그 후에 그녀는 친절하게 대답했다
1372,그는 어느 날 밤 잠이 들었다,그는 다음날 아침까지 잠을 자다 일어나지 않았다,그는 어느 날 밤 잠이 들었다. 이는 그가 무서운 꿈을 꾸기 전에 일어났다,그는 꿈 속에서 모험을 떠나게 되었다
1373,그는 더 좋은 아이디어가 있었다,그는 그 아이디어를 실현하다,그는 더 좋은 아이디어가 있었다. 이는 회의가 끝나기 전에 일어났다,그는 더 좋은 아이디어가 있었다. 그 후에 그는 회의에서 그것을 제안했다
1374,그는 스노클링을 하러 갔다,그는 아름다운 해저를 탐험하다,그는 스노클링을 하러 갔다. 이는 그가 바닷물에서 수영하기 전에 일어났다,그는 아름다운 해저 세계를 감상했다
1375,그는 엄지손가락을 사용했다,그는 택시를 부르다,그는 엄지손가락을 사용했다. 이는 그가 손가락을 다치기 전에 일어났다,그는 엄지손가락을 사용했다. 그 후에 그는 화면을 스크롤했다
1376,그는 깁스를 했다,그는 몇 주 동안 휠체어를 타야 했다,그는 깁스를 했다. 이는 그가 다리를 부러뜨리기 전에 일어났다,그는 깁스를 했다. 그 후에 그는 치료를 받았다
1377,그는 머리를 다쳤다,그는 응급실로 옮겨져 치료를 받다,그는 머리를 다쳤다. 이는 안전모를 쓰지 않기 전에 일어났다,그는 병원에 신속히 이송되어 치료를 받았다
1378,그는 입술을 씹었다,그는 입술이 부어올랐다,그는 입술을 씹었다. 이는 말하기 전에 일어났다,그는 입술이 부어올랐다
1379,그는 잿더미에서 부활했다,그는 새로운 삶을 시작하다,그는 잿더미에서 부활했다. 이는 그가 모든 희망을 잃기 전에 일어났다,그는 새로운 삶을 시작했다
1380,오늘은 그의 결혼식 날였다,그는 신부와 결혼하다,오늘은 그의 결혼식 날이었다. 이는 그가 신부를 만나기 전에 일어났다,그는 신부와 함께 행복한 삶을 시작했다
1381,그는 또다른 아기가 있었다,그는 또다른 아기를 키우다,그는 또다른 아기가 있었다. 이는 그가 결혼하기 전에 일어났다,그는 또다른 아기가 있었다. 그 후에 그는 가족이 더 커졌다
1382,그도 그녀를 좋아했다,그는 그녀에게 고백하다,그도 그녀를 좋아했다. 이는 그가 그녀와 헤어지기 전에 일어났다,그도 그녀를 좋아했다. 그 후에 그는 그녀에게 고백했다
1383,그는 새 차가 필요했다,그는 중고차를 구매하다,그는 새 차가 필요했다. 이는 그가 이전 차의 엔진이 폭발하기 전에 일어났다,그는 새 차가 필요했다. 그 후에 그는 중고차 시장을 방문했다
1384,그는 그녀의 입술을 적셨다,그녀는 그를 향해 손을 휘젓다,그는 그녀의 입술을 적셨다. 이는 그가 자제력을 잃기 전에 일어났다,그는 그녀의 미소를 보았다. 그 후에 그녀와 함께 웃었다
1385,그는 그녀의 얼굴을 쓰다듬었다,그는 그녀를 키스하다,그는 그녀의 얼굴을 쓰다듬었다. 이는 그가 그녀에게 작별 인사를 하기 전에 일어났다,그는 그녀의 얼굴을 쓰다듬었다. 그 후에 그녀는 행복한 미소를 지었다
1386,그는 커피를 엎질렀다,그는 바닥을 닦다,그는 커피를 엎질렀다. 이는 회의 시작 전에 일어났다,그는 커피를 엎질렀다. 그 후에 그는 빠른 속도로 수건을 가져와 커피를 닦았다
1387,그는 토론에 참여했다,그는 자신의 의견을 피력했다,그는 토론에 참여했다. 이는 그가 주제에 대해 충분한 연구를 하기 전에 일어났다,그는 토론에 참여했다. 그 후에 그는 자신의 주장을 확실히 했다
1388,그는 그물을 찾았다,그는 어부가 되다,그는 그물을 찾았다. 이는 그가 어부로 일하기 전에 일어났다,그는 그물을 찾았다. 그 후에 그는 바닷가로 가서 낚시를 했다
1389,그는 독감 진단을 받았다,그는 몇 일 동안 휴가를 갖다,그는 독감 진단을 받았다. 이는 그가 증상이 나타나기 전에 일어났다,그는 독감 진단을 받았다. 그 후에 침대에 누워 휴식을 취했다
