,input,A,B,B2,B3
1075,그는 웨이트리스로 일하고 있었다,그의 주변 사람들은 안정적인 소득과 일자리를 원할 것이다.,친절하고 빠른 응대를 원했다.,그의 친절한 서비스와 빠른 응대였다.,"주변 사람들은 빠른 응대를 원했는데, 왜냐하면 그는 웨이트리스로 일하고 있었기 때문이다."
1076,그는 천천히 입꼬리를 위로 올렸다,주변 사람들은 그가 기뻐하는 것을 원할 것이다.,그의 말을 듣고 싶었다.,그의 웃음소리였다.,"주변 사람들은 긍정적인 반응을 원했는데, 왜냐하면 그는 천천히 입꼬리를 위로 올렸기 때문이다."
1077,그는 손을 흔들었다,주변 사람들은 인사를 원할 것이다.,따라서 주변 사람들은 그에게 인사를 하고 싶었다.,그의 인사에 대한 반응이었다.,"주변 사람들은 인사를 원했는데, 왜냐하면 그는 손을 흔들었기 때문이다."
1078,그는 집안 곳곳을 샅샅이 뒤졌다,그의 가족과 친구들은 그가 안전하고 건강한 상태인지 확인하고 싶어할 것이다.,그는 무엇인가를 찾았다. 따라서 주변 사람들은 그것을 원했다.,그는 무언가를 찾고 있었던 것이 분명했다.,정리된(cleanliness)
1079,그는 좋아 보였다,"""그에 대해 더 알고 싶을 것이다.""",따라서 주변 사람들은 그와 친해지고 싶은 것을 원했다.,그의 근처에 있고 그와 함께 시간을 보내는 것이었다.,"주변 사람들은 그의 주위에 있는 것을 원했는데, 왜냐하면 그는 좋아 보였기 때문이다."
1080,그는 할로윈 파티가 있었다,주변 사람들은 화려한 할로윈 의상을 입고 즐거운 시간을 보내기를 원할 것이다.,공포를 원했다.,할로윈 코스튬을 입는 것이었다.,공포 영화를
1081,그는 음식에 질식했다,그 주변 사람들은 그가 즉시 구호를 받아야 한다고 생각할 것이다.,그는 음식에 질식했다. 따라서 주변 사람들은 그가 안심하고 소화할 수 있는 것을 원했다.,그가 식사를 조금 더 즐기고 건강한 식습관을 가지도록 도와주는 것이었다.,"주변 사람들은 물을 원했는데, 왜냐하면 그는 음식에 질식했기 때문이다."
1082,그는 일을 벌렸다,그의 주변 사람들은 그가 잘되기를 원할 것이다.,그는 일을 벌렸다. 따라서 주변 사람들은 그의 성공을 원했다.,놀랍게도 그의 성과였다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 일을 벌렸기 때문이다."
1083,그는 수영 팀에 합류했다,그의 친구들은 그가 팀에서 성공을 거두고 좋은 결과를 얻기를 원할 것이다.,그의 수영 실력을 보고 싶었다.,그의 뛰어난 수영 실력을 발휘하는 것이었다.,"주변 사람들은 그를 더 자신감 있고 건강한 것을 원했는데, 왜냐하면 그는 수영 팀에 합류했기 때문이다."
1084,그는 질투를 했다,그 주변 사람들은 그가 질투를 느끼는 이유에 대해 이해하고 싶어할 것이다.,그는 질투를 했다. 따라서 주변 사람들은 그의 안정을 원했다.,그의 질투심을 완화시키기 위한 방법이었다.,"주변 사람들은 주의를 원했는데, 왜냐하면 그는 질투를 했기 때문이다."
1085,그는 욕을 쓰는 것에 대해 양해를 구했다,주변 사람들은 그가 욕을 쓰지 않도록 원할 것이다.,그는 욕을 쓰는 것에 대해 양해를 구했다. 따라서 주변 사람들은 그것을 원했다.,그는 욕을 자제하는 것이었다.,다른 것
1086,그는 소변을 보러 갔다,주변 사람들은 그가 안전하게 화장실을 이용할 수 있기를 원할 것이다.,그의 빠른 복귀를 원했다.,그가 화장실을 이용한 후에 손을 깨끗이 씻는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 소변을 보러 갔기 때문이다."
1087,그는 인터뷰 요청 전화를 받았다,그의 주변 사람들은 그가 인터뷰를 받아서 좋은 결과를 얻길 원할 것이다.,그는 무엇을 말했는지,그의 생각과 경험에 대한 이야기였다.,"주변 사람들은 그의 이야기를 원했는데, 왜냐하면 그는 인터뷰 요청 전화를 받았기 때문이다."
1088,그는 눈을 여러 번 깜빡였다,그 사람이 안심하고 잘 있다는 것을 확인하기를 원할 것이다.,그는 놀라움을 나타내는 것을 원했다.,그가 깨어있는지 확인하는 것이었다.,"주변 사람들은 놀라운 일을 원했는데, 왜냐하면 그는 눈을 여러 번 깜빡였기 때문이다."
1089,그는 상사로부터 전화를 받았다,주변 사람들은 그가 상사로부터 받은 전화에 대해 궁금해할 것이다.,그의 대답을 듣고 싶어했다.,그 상사의 지시에 따라 업무를 처리하는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 상사로부터 전화를 받았기 때문이다."
1090,그는 마침내 우유를 찾았다,주변 사람들은 아마도 그가 우유를 찾았다는 소식을 듣고 기뻐할 것이다.,우유,빵이나 시리얼과 함께 먹을 우유였다.,"주변 사람들은 우유를 원했는데, 왜냐하면 그는 마침내 우유를 찾았기 때문이다."
1091,그는 누군가의 목소리를 들었다,그 사람이 무슨 일이 있었는지에 대한 자세한 설명을 원할 것이다.,알아듣는 것,그가 그 목소리에 대해 무엇을 생각하는지를 알아내는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 누군가의 목소리를 들었기 때문이다."
1092,그는 해파리에 쏘였다,그의 안전과 건강에 대해 걱정할 것이다.,해파리에 쏘인 그를 도와주는 것을 원했다.,바로 그를 빨리 치료하는 것이었다. 해파리에 쏘인 상처를 신속하게 치료하여 통증을 완화시키고 부작용을 최소화하기 위해 주변 사람들은 그에게 응급 처치를 받도록 권유했다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 해파리에 쏘였기 때문이다."
1093,그는 촛불을 들고 있었다,그는 안전하게 집으로 돌아갈 수 있기를 원할 것이다.,그는 안전을 원했다.,어둠을 밝혀주는 것이었다.,"주변 사람들은 안전을 원했는데, 왜냐하면 그는 촛불을 들고 있었기 때문이다."
1094,그는 그녀가 웃자 절뚝거렸다,그녀가 안전하게 웃고 있다는 것을 확인하고 싶어할 것이다.,따라서 주변 사람들은 그들이 무슨 일이 있었는지 알고 싶어했다.,그녀가 행복해지는 것이었다.,"주변 사람들은 놀림것을 원했는데, 왜냐하면 그는 그녀가 웃자 절뚝거렸기 때문이다."
1095,그는 고양이를 데려왔다,주변 사람들은 고양이를 보고 싶어할 것이다.,그는 알러지 검사를 받았다. 따라서 주변 사람들은 그의 고양이에 대한 알러지 반응을 원했다.,고양이와 친해지는 것이었다.,"주변 사람들은 강아지를 원했는데, 왜냐하면 그는 고양이를 데려왔기 때문이다."
1096,그는 하이킹을 좋아했다,그의 주변 사람들은 그가 안전하게 하이킹을 즐기길 원할 것이다.,그의 모험적인 이야기를 원했다.,그와 함께 하이킹을 가는 것이었다.,"주변 사람들은 그가 함께 하이킹을 원했는데, 왜냐하면 그는 하이킹을 좋아했기 때문이다."
1097,그는 그녀의 눈을 찔렀다,그 주변 사람들은 그가 사과하고 그녀를 위로해 달라고 원할 것이다.,이야기,그녀가 그를 떠나는 것이었다.,"주변 사람들은 정당한 보복을 원했는데, 왜냐하면 그는 그녀의 눈을 찔렀기 때문이다."
1098,그는 그녀의 입술을 만졌다,그 주변 사람들은 그들이 서로를 존중하고 사랑하는 것을 원할 것이다.,이들을 떠나고 그들만의 세계에서 사랑을 나누기를 원했다.,그들이 서로를 사랑한다는 증거였다.,"주변 사람들은 부러운 것을 원했는데, 왜냐하면 그는 그녀의 입술을 만졌기 때문이다."
1099,그는 대학에 재학 중였다,주변 사람들은 그가 학업을 성공적으로 마치고 좋은 직장에 취직하기를 원할 것이다.,그는 대학에 재학 중였다. 따라서 주변 사람들은 그가 성공을 원했다.,그가 성공적으로 졸업하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 대학에 재학 중였기 때문이다."
1100,그는 화염에 휩싸였다,그의 안전과 건강을 위해 도와주고 싶어할 것이다.,그를 구해 주기를 원했다.,"불을 끄는 것이었다. 그의 안전을 위해 불을 꺼야 했고, 그를 구하기 위해 모두가 협력해야 했다.","주변 사람들은 안전을 원했는데, 왜냐하면 그는 화염에 휩싸였기 때문이다."
1101,그는 간발의 차이로 승리했다,"""그의 안전과 건강을 바라게 될 것이다.""",그의 성공을 축하하기를 원했다.,그가 패배하는 것이었다.,승리를
1102,그는 그녀를 향해 윽박질렀다,"그 주변 사람들은 그의 행동을 비판하고, 그녀를 위로하거나 보호해 달라고 요청할 것이다.",따라서 주변 사람들은 그의 행동을 멈추길 원했다.,그녀가 그의 말을 듣지 않고 떠나는 것이었다.,"주변 사람들은 평화로운 것을 원했는데, 왜냐하면 그는 그녀를 향해 윽박질렀기 때문이다."
1103,그는 정말 재미있어 했다,그의 주변 사람들은 그가 계속해서 재미있는 이야기나 재치있는 행동을 보여주기를 원할 것이다.,더 많은 것,그의 기분을 얻기 위해 그의 주변에 있었던 것이다.,"주변 사람들은 그의 회사를 원했는데, 왜냐하면 그는 정말 재미있어 했기 때문이다."
1104,그는 몇 시간동안 울었다,주변 사람들은 그가 안좋은 일이 있었는지 이유를 알고 싶어할 것이다.,그는 몇 시간동안 울었다. 따라서 주변 사람들은 그가 그만 울 것을 원했다.,그의 위로와 안정을 주는 것이었다.,"주변 사람들은 이해를 원했는데, 왜냐하면 그는 몇 시간동안 울었기 때문이다."
1105,그는 공을 회수했다,그들은 그가 다시 공을 던지기를 원할 것이다.,그는 그 공을 다시 던져주는 것을 원했다.,농구 경기를 계속하는 것이었다.,"주변 사람들은 공을 원했는데, 왜냐하면 그는 공을 회수했기 때문이다."
1106,그는 티켓을 구매했다,주변 사람들은 그가 어디로 가는지 궁금해할 것이다.,그의 티켓을 원했다.,그의 여행 일정과 그가 어디로 가고 싶은지에 대한 정보였다.,"주변 사람들은 행복한 것을 원했는데, 왜냐하면 그는 티켓을 구매했기 때문이다."
1107,그는 최근에 졸업했다,주변 사람들은 그에게 축하와 성공을 기원할 것이다.,취직,그가 취직하는 것이었다.,"주변 사람들은 도움을 원했는데, 왜냐하면 그는 최근에 졸업했기 때문이다."
1108,그는 공중전화를 찾았다,주변 사람들은 그가 공중전화를 찾아서 전화를 걸 수 있기를 원할 것이다.,그의 공중전화를 사용하고 싶었다.,무작정 전화를 걸어보는 것이었다.,"주변 사람들은 통화를 원했는데, 왜냐하면 그는 공중전화를 찾았기 때문이다."
1109,그는 회복이 빨랐다,그 주변 사람들은 그가 다시 건강해지길 원할 것이다.,그는 빨리 다시 일상 생활로 돌아오는 것을 원했다.,그가 다시 일상 생활로 돌아오는 것이었다.,"주변 사람들은 놀라운 것을 원했는데, 왜냐하면 그는 회복이 빨랐기 때문이다."
1110,그는 해병대에 입대했다,그의 가족과 친구들은 그의 안전과 성공을 바랄 것이다.,그의 안전과 성공을 원했다.,해병대에서 안전하게 복귀하는 것이었다.,"주변 사람들은 안전한 일만을 원했는데, 왜냐하면 그는 해병대에 입대했기 때문이다."
1111,그는 잠깐 낮잠을 자고 있었다,그의 주변 사람들은 그가 피곤해서 잠깐 쉬고 있다는 것을 이해하고 조용히 있도록 원할 것이다.,따라서 주변 사람들은 조용히 움직이는 것을 원했다.,그는 다시 일어나서 업무를 이어가는 것이었다.,"주변 사람들은 조용한 것을 원했는데, 왜냐하면 그는 잠깐 낮잠을 자고 있었기 때문이다."
1112,그는 프로 농구를 하고 있었다,주변 사람들은 그의 성공과 안전을 바라게 될 것이다.,그는 그의 게임을 보고 싶어했다.,그의 게임을 보는 것이었다.,"주변 사람들은 그의 주목을 원했는데, 왜냐하면 그는 프로 농구를 하고 있었기 때문이다."
