,input,A,B,B2,B3
1150,그는 타이어가 펑크 났다,그는 차량을 안전한 곳으로 이동시키고 타이어를 교체할 것이다.,타이어를 수리했다.,타이어를 교체하는 것이었다.,"운전을 멈췄는데, 왜냐하면 그는 타이어가 펑크 났기 때문이다."
1151,그는 손을 심하게 다쳤다,그는 즉시 응급실을 찾아 의료진의 도움을 받을 것이다.,병원에 갔다.,의사를 찾아가서 상처를 치료받는 것이었다.,"그는 운동을 포기했는데, 왜냐하면 그는 손을 심하게 다쳤기 때문이다."
1152,그는 마침내 모자를 찾았다,그는 기뻐하며 모자를 머리에 쓸 것이다.,기뻐했다.,모자를 머리에 쓰고 집을 나섰다.,"최선을 다했는데, 왜냐하면 그는 마침내 모자를 찾았기 때문이다."
1153,그는 자신의 삶을 만들어갔다,그는 자신의 꿈과 목표를 향해 끊임없이 노력할 것이다.,책임지고 노력했다.,"그의 선택과 행동이었다. 그는 자신의 꿈을 실현하기 위해 노력했고, 어려움에 부딪혔을 때도 포기하지 않고 계속해서 노력했다.","노력했는데, 왜냐하면 그는 자신의 삶을 만들어갔기 때문이다."
1154,그는 자신의 맥박을 느꼈다,그는 즉시 안전한 곳으로 이동하여 휴식을 취할 것이다.,심호흡을 하였다.,자신의 심장 소리를 듣기 위해 손을 가슴에 올려놓았다.,"운동을 했는데, 왜냐하면 그는 자신의 맥박을 느꼈기 때문이다."
1155,그는 노트북을 구입했다,그는 노트북을 사용하여 업무나 공부에 활용할 것이다.,노트북을 구입했다. 따라서 그는 돈을 지불했다.,노트북을 설정하고 사용하기 위해 사용 설명서를 읽는 것이었다.,"그는 돈을 모았었는데, 왜냐하면 그는 노트북을 구입했기 때문이다."
1156,그는 다리를 다쳤다,그는 즉시 의료진에게 도움을 요청할 것이다.,병원에 갔다.,치료와 휴식이 필요했다.,"달리기를 포기했는데, 왜냐하면 그는 다리를 다쳤기 때문이다."
1157,그는 하루 종일 먹었다,그는 다음날에는 식사량을 줄이고 운동을 하여 균형있는 식사 습관을 유지할 것이다.,배부르다,소화하기 위해 쉬었다.,"그는 배고팠었는데, 왜냐하면 그는 하루 종일 먹었기 때문이다."
1158,그는 여행 가방을 챙겼다,여행을 떠나기 위해 준비를 마쳤다.,여행을 갔다.,여행용품을 싸는 것이었다.,"출발했는데, 왜냐하면 그는 여행 가방을 챙겼기 때문이다."
1159,그는 체중이 늘었다,그는 식습관과 운동을 조절하여 체중을 감량하려고 할 것이다.,식이를 조절하여 다이어트했다.,운동을 시작하는 것이었다. 그는 건강한 삶을 위해 꾸준한 운동과 규칙적인 식습관을 유지하기로 결심했다.,"운동을 하지 않았는데, 왜냐하면 그는 체중이 늘었기 때문이다."
1160,그는 점점 나아지고 있었다,그는 계속해서 노력하고 성과를 이뤄내기 위해 더 열심히 노력할 것이다.,희망을 갖고 있었다.,그의 노력과 열정이 결심을 지탱했기 때문에 그가 했던 것은 자신을 더욱 발전시키는 데 집중하는 것이었다.,"노력했는데, 왜냐하면 그는 점점 나아지고 있었기 때문이다."
1161,그는 잃어버린 개를 찾았다,그는 주변을 둘러보며 주인을 찾아 도와줄 수 있는지 확인할 것이다.,기쁨을 표했다.,개를 안아주고 기뻐하는 것이었다.,"우는 것을 기뻐했는데, 왜냐하면 그는 잃어버린 개를 찾았기 때문이다."
1162,그는 전화를 걸고 있었다,그는 전화를 받았다.,통화 중이었다.,전화를 받는 것이었다.,전화를 받지 않았다
1163,그는 삼촌을 찾아갔다,그는 삼촌을 찾아가서 인사를 하고 이야기를 나눌 것이다.,기쁨을 표현했다.,삼촌과 만나기 위해 지도를 찾아보고 길을 물었다.,"운전을 멈췄는데, 왜냐하면 그는 삼촌을 찾아갔기 때문이다."
1164,그는 노래방에서 노래를 불렀다,그는 노래방에서 노래를 즐기고 즐거운 시간을 보낼 것이다.,노래를 부르다,노래를 부르는 것이었다.,"그는 즐거워 보였는데, 왜냐하면 그는 노래방에서 노래를 불렀기 때문이다."
1165,그는 친구를 초대했다,그는 친구를 위해 식사나 활동을 준비할 것이다.,초대했다.,친구들과 함께 파티를 열었다.,"그는 식당을 예약했는데, 왜냐하면 그는 친구를 초대했기 때문이다."
1166,그는 스스로를 점검했다,- 그는 자기를 돌아본 후에 문제점을 찾아내고 개선하기 위해 노력할 것이다.,자기 자신을 돌아보고 반성했다.,그의 강점과 약점을 파악하는 것이었다.,"노력을 했는데, 왜냐하면 그는 스스로를 점검했기 때문이다."
1167,그는 친구와 대화를 나눴다,그는 친구와 대화를 즐기며 이야기를 나눌 것이다.,소통,친구와 대화를 나누었기 때문에 그가 했던 것은 소통하는 것이었다.,"그는 기뻤는데, 왜냐하면 그는 친구와 대화를 나눴기 때문이다."
1168,그는 소다를 엎질렀다,그는 빠르게 청소도구로 소다를 닦아내고 주변을 정리할 것이다.,더러워졌다.,소다를 엎지르고 바닥을 닦았다.,"그는 화를 냈는데, 왜냐하면 그는 소다를 엎질렀기 때문이다."
1169,그는 숙면을 취했다,일어나서 일상적인 활동을 시작할 것이다.,상쾌함,잠을 자는 것이었다.,졸렸었다
1170,그는 화장실에 가야 했다,그는 즉시 화장실에 가서 필요한 일을 처리할 것이다.,소변을 보았다.,화장실 문을 열고 안으로 들어간 후에는 손을 씻었다.,빨리 달렸다
1171,그는 스테이크를 주문했다,그는 음식을 기다릴 것이다.,고기를 주문했다. 따라서 그는 고기를 주문했다.,스테이크를 기다리는 동안 메뉴를 살펴보았다.,"배가 고했는데, 왜냐하면 그는 스테이크를 주문했기 때문이다."
1172,그는 자신에 대한 여유가 있었다,"

그는 차분하게 상황을 판단하고 적절한 대응을 할 것이다.",자신을 믿었다.,자신의 결정에 대해 후회하지 않았다.,"그는 대담했는데, 왜냐하면 그는 자신에 대한 여유가 있었기 때문이다."
1173,그는 정말 재미있게 놀았다,"""다음에도 또 같이 놀자고 제안할 것이다.""",즐거웠다.,무엇이든 그의 즐거움을 더욱 높였다.,충분히 피곤하였었다
1174,그는 커튼에 불을 붙였다,그는 즉시 소방대원에게 연락하여 도움을 요청할 것이다.,방화罪을 저질렀다.,"매우 위험하고 무책임한 일이었다. 그의 행동으로 인해 화재가 발생할 수 있었고, 주변 사람들에게 위험을 초래할 수도 있었다.","화가 화를 품었는데, 왜냐하면 그는 커튼에 불을 붙였기 때문이다."
1175,그는 준비 중였다,그는 빠르게 대응하여 상황에 맞게 행동할 것이다.,시계를 확인했다., 그가 했던 것은 자신의 장비를 확인하고 마지막으로 신경을 집중시키는 것이었다.,"웃었을 때, 왜냐하면 그는 특별한 날이었기 때문이다."
1176,그는 수학 수업에서 낙제했다,그는 선생님과 상의하여 추가 공부를 하거나 튜터링을 받을 것이다.,보충수업을 들어야 했다.,좀 더 열심히 공부하는 것이었다.,"열심히 공부했는데, 왜냐하면 그는 수학 수업에서 낙제했기 때문이다."
1177,그는 결국 구해내었다,그는 결국 구해내었다. 그의 끈기와 노력이 결심적인 결과를 이끌어 냈다.,기쁨을 느꼈다.,끝까지 포기하지 않고 계속해서 노력하는 것이었다.,"노력했는데, 왜냐하면 그는 결국 구해내었기 때문이다."
1178,그는 터치다운을 기록했다,그는 축하를 받고 팀 동료들과 함께 기뻐할 것이다.,스코어드(touchdown), 놀랍게도 그는 팀에 승리를 안겨주었다.,"스피드를 발휘하여 뛰었는데, 왜냐하면 그는 터치다운을 기록했기 때문이다."
1179,그는 어디서부터 시작해야 할지 잘 알고 있었다,"""처음부터 차근차근 계획을 세우고 실행할 것이다.""",철저한 계획을 세웠다.,계획을 세우고 천천히 일을 진행하는 것이었다.,논리적으로 생각하여 계획을 세웠기 때문에
1180,그는 잠을 못 잤다,그는 침착하게 명상이나 심호흡을 통해 자신을 진정시키고 다시 잠을 청할 것이다.,다음의 빈칸을 채워주세요.,"불면증으로 고생하는 것이었다. 그는 밤새도록 침대에서 뒹굴거리며 시간을 보냈고, 마침내는 의사에게 도움을 청하기로 결심했다.","그는 피곤했는데, 왜냐하면 그는 잠을 못 잤기 때문이다."
1181,그는 두려움을 극복했다,".

그는 자신의 두려움을 극복하고 계획대로 행동할 것이다.",도전했다.,자신의 두려움을 이겨내고 도전하는 것이었다.,"도전했는데, 왜냐하면 그는 두려움을 극복했기 때문이다."
1182,그는 학교에 가져갈 연필을 구했다,"그는 학교에 가져갈 연필을 구했으니, 다음날 학교에 가기 전에 가방에 넣을 것이다.",연필을 샀다.,연필을 샀다.,"가게에 갔었는데, 왜냐하면 그는 학교에 가져갈 연필을 구했기 때문이다."
1183,그는 계속 울었다,그는 그를 위로하거나 도와주려고 할 것이다.,저녁을 먹었다.,누군가 그를 편안하게 안아주는 것이었다.,울었던 것을 그만뒀다
1184,그는 밤새도록 울었다,그는 친구나 가족과 이야기를 나누거나 전문가에게 도움을 요청할 것이다.,절망했다.,자신의 마음을 달래기 위해 음악을 듣거나 책을 읽는 등의 방법으로 안도하려고 노력하는 것이었다.,"슬퍼했는데, 왜냐하면 그는 밤새도록 울었기 때문이다."
1185,그는 가장 친한 친구가 있었다,친구를 지지하고 도와줄 것이다.,그는 행복했다.,그 친구를 믿고 의지하는 것이었다.,"그는 실망했는데, 왜냐하면 그는 가장 친한 친구가 있었기 때문이다."
1186,그는 택시를 불렀다,그는 택시를 기다릴 것이다.,목적지로 향했다.,택시를 기다리는 것이었다.,"화를 했는데, 왜냐하면 그는 택시를 불렀기 때문이다."
1187,그는 시험 도중 잠이 들었다,"시험 도중 잠이 들었을 경우, 그는 깨어나서 시험을 계속 치르거나, 감독관에게 상황을 설명하여 추가 시간을 요청할 것이다.",시험에서 떨어졌다.,시험지에 낙서를 한 것이다.,졸았다
1188,그는 친구에게 물어봤다,"""그가 친구에게 물어봤다.""",답변을 듣고 나서 그는 결정했다.,무엇이 잘못되었는지에 대한 도움을 요청하는 것이었다.,"그는 혼란스러워했는데, 왜냐하면 그는 친구에게 물어봤기 때문이다."
1189,그는 반지를 구입했다,그는 반지를 구입한 후에는 소중히 다뤄서 오랫동안 보존할 것이다.,결혼했다.,반지를 여자친구에게 선물하는 것이었다.,"그는 돈을 모았는데, 왜냐하면 그는 반지를 구입했기 때문이다."
1190,그는 나오는대로 시끄럽게 이야기했다,주변 사람들을 배려하여 조용히 이야기하도록 노력할 것이다.,화를 냈다.,상대방을 괴롭히려는 의도였다.,"그는 화를 냈는데, 왜냐하면 그는 나오는대로 시끄럽게 이야기했기 때문이다."
1191,그는 그녀도 데려갔다,그는 즉시 경찰에 신고할 것이다.,살인,그녀를 함께 데려가는 것이었다.,"그는 화를 냈는데, 왜냐하면 그는 그녀도 데려갔기 때문이다."
1192,그는 그의 부모님이 그리워했다,그의 부모님을 찾아가서 시간을 함께 보낼 것이다.,그의 고향으로 돌아갔다.,부모님을 위해 매일 기도하는 것이었다.,집에 돌아갔다
1193,그는 환불을 요청했다,그는 구매한 제품에 문제가 있어 환불을 요청할 것이다.,환불을 요청했다. 따라서 그는 환불을 받았다.,상품을 구매한 것이었다.,"클레임을 제기했는데, 왜냐하면 그는 환불을 요청했기 때문이다."
1194,그는 친구에게 선물했다,친구에게 감사의 인사를 받을 것이다.,친절함,친구에게 선물을 주었다.,"그는 기뻤는데, 왜냐하면 그는 친구에게 선물했기 때문이다."
1195,그는 남동생에게 물었다,"""무슨 일이야?""",답을 듣기로 했다.,무엇이었나?,"그는 화를 냈는데, 왜냐하면 그는 남동생에게 물었기 때문이다."
1196,그는 냄새가 너무 좋았다,그는 주변을 둘러보고 냄새를 따라 가서 무언가 맛있는 것을 찾을 것이다.,헤이즐넛 커피를 마셨다.,냄새가 너무 좋았기 때문에 그는 꽃을 사러 가서 집에 가져왔다.,"그는 샤워를 했는데, 왜냐하면 그는 냄새가 너무 좋았기 때문이다."
1197,그는 신용카드를 사용했다,그는 신용카드 청구서를 확인하고 지출 내역을 검토할 것이다.,신용카드를 사용했다. 따라서 그는 결제했다.,신용카드를 사용하여 물건을 구입한 것이다.,"지불을 거부했는데, 왜냐하면 그는 신용카드를 사용했기 때문이다."
1198,그는 버튼을 눌렀다,그는 버튼을 누른 후에 결과를 기다릴 것이다.,어떤 동작을 했다.,버튼을 눌러서 문을 열었다.,놀랐다
