,input,A,B,B2,B3
1676,그는 그녀의 입술을 깨물었다,주변 사람들은 충격과 불쾌함을 느꼈다.,섹슈얼한 분위기를 느꼈다.,그녀의 고통과 불쾌함이었다.,불편한
1677,그는 걷는 데 문제가 있었다,"""주변 사람들은 그가 걷는 데 문제가 있어서 걱정했다.""",그는 무언가를 가지고 있거나 아픔을 겪고 있다고 느꼈다.,그는 어려움을 겪고 있었고 도움이 필요하다는 것이었다.,"동정을 느꼈는데, 왜냐하면 그는 걷는 데 문제가 있었기 때문이다."
1678,그는 열쇠를 떨어뜨렸다,"""주변 사람들은 당황했다.""",불안함을,"그는 당황하고 궁금해하는 것이었다. 그 열쇠가 무엇을 여는지, 떨어뜨린 장소에서 어떤 일이 벌어질지에 대한 궁금증이었다.","당황한 것을 느꼈는데, 왜냐하면 그는 열쇠를 떨어뜨렸기 때문이다."
1679,그는 앞치마 끈을 느슨하게 풀었다,주변 사람들은 그의 안전을 걱정했다.,그는 안전을 위험하게 느꼈다.,그는 약간의 불안과 불편함이었다. 그의 행동은 주변 사람들에게 긴장된 상태임을 암시했다.,"안전을 걱정했을 것을 느꼈는데, 왜냐하면 그는 앞치마 끈을 느슨하게 풀었기 때문이다."
1680,그는 새 마우스를 구입했다,"""그의 주변 사람들은 놀라거나 기뻐했다.""",그는 새로운 기술을 습득하고자 한다.,그는 최근에 컴퓨터를 업그레이드 했다는 것이었다.,기쁨을
1681,그는 중학교에 입학했다,"""주변 사람들은 그의 새로운 시작을 축하했다.""",그는 새로운 시작을 했다. 따라서 주변 사람들은 기대감을 느꼈다., 그의 새로운 학교 생활에 대한 호기심과 기대였다.,"주변 사람들은 놀라움을 느꼈는데, 왜냐하면 그는 중학교에 입학했기 때문이다."
1682,그는 집에서 지갑을 찾았다,그 주변 사람들은 안심했다.,안도함,그는 결국 걱정 없이 외출할 수 있을 것이라는 안도감이었다.,불안한(reassured) 것을
1683,그는 이제 막 고등학교를 졸업했다,주변 사람들은 그가 성공적으로 고등학교를 졸업했다는 것에 기뻤을 것이다.,그의 성숙함을 느꼈다.,"""그의 미래에 대한 기대와 불안이었다. 그가 어떤 선택을 할지, 어떤 길을 걷게 될지에 대해 많은 관심과 걱정이 있었다.""","불안한 것을 느꼈는데, 왜냐하면 그는 이제 막 고등학교를 졸업했기 때문이다."
1684,그는 다음 날 학교에 갔다,"주변 사람들은 놀랐고, 기뻤다.",그의 결정을 느꼈다.,그는 어제의 일에 대해 이야기하지 않았다.,"불안한/궁금한/의아해하는 것을 느꼈는데, 왜냐하면 그는 다음 날 학교에 갔기 때문이다."
1685,그는 자리에 앉았다,주변 사람들은 놀라거나 궁금해했다.,그는 자리에 앉았다. 따라서 주변 사람들은 그의 존재를 느꼈다.,그의 침묵이었다. 그는 곧바로 주변을 살펴보거나 말을 걸지 않았기 때문에 주변 사람들은 그의 침묵으로부터 불편함을 느꼈을 것이다.,불안한
1686,그는 사람들을 초대했다,주변 사람들은 기쁘고 특별한 느낌을 받았다.,그의 친절함과 환대를 느꼈다.,그는 친절하고 환대하는 사람이라는 것이었다.,"포근함과 친밀감을 느꼈는데, 왜냐하면 그는 사람들을 초대했기 때문이다."
1687,그는 오늘 밤에 잠을 잤다,"""그의 가족과 친구들은 안심하고 기뻐했다.""",그는 오늘 밤에 잠을 잤다. 따라서 주변 사람들은 그의 피곤함을 느꼈다.,그의 기분이 좋아졌다.,피곤한 것을
1688,그는 그녀의 발목을 비틀었다,그 주변 사람들은 충격과 분노를 느꼈을 것이다.,그녀가 고통을 느꼈다.,그녀가 아프다는 것이었다.,불안한 것을
1689,그는 메모를 남겼다,그는 메모를 남기고 사라졌다.,불안한,그의 의도와 마음이 무엇인지에 대한 궁금함이었다.,불안한 것을
1690,그는 대신 피자를 주문했다,"""주변 사람들은 놀라거나 감사해했다.""",그는 대신 피자를 주문했다. 따라서 주변 사람들은 실망을 느꼈다.,그는 피자를 좋아하는구나.,"놀람을 느꼈는데, 왜냐하면 그는 대신 피자를 주문했기 때문이다."
1691,그는 손가락에 화상을 입었다,주변 사람들은 그가 아픔을 느끼고 당황했다.,그는 아픔을 느꼈다.,"그의 고통과 불편함이었다. 그는 화상으로 인해 손을 움직이기 어려워하고 있었기 때문에, 주변 사람들은 그의 상황에 동정심을 느꼈다.","애처로운 것을 느꼈는데, 왜냐하면 그는 손가락에 화상을 입었기 때문이다."
1692,그는 수업에 지각했다,주변 사람들은 실망했을 것이다.,그는 무책임한 것을 느꼈다.,그는 무책임하다는 것이었다.,"당혹스러운 것을 느꼈는데, 왜냐하면 그는 수업에 지각했기 때문이다."
1693,그는 수영하러 가고 싶어했다,"""그의 친구들은 기뻐했다.""","""따라서 주변 사람들은 그의 열망을 느꼈다.""",그의 열정과 흥분이었다.,부러움을
1694,그는 반창고를 붙였다,"""주변 사람들은 놀라고 불안해했다.""",그는 반창고를 붙였다. 따라서 주변 사람들은 안전을 느꼈다.,그는 신중하고 조심스러움이었다.,불안한/불편한
1695,그는 계정을 삭제했다,그들은 놀랐고 혼란스러워 했다.,그의 결정을 이해하고 안타깝게 생각했다.,그의 결정에 대한 놀라움과 이해하기 어려운 감정이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 계정을 삭제했기 때문이다."
1696,그는 자외선 차단제를 바르는 것을 잊어버렸다,"""그의 주변 사람들은 그가 자외선 차단제를 바르지 않은 것에 대해 걱정했다.""",그는 자외선 차단제를 바르지 않은 것을 느꼈다.,그의 피부가 일시적으로 화상을 입은 것처럼 느껴졌다.,화가난
1697,그는 학교를 시작했다,주변 사람들은 기쁘고 흥분했다.,그는 새로운 변화를 느꼈다.,그의 열정과 의지였다.,"주변 사람들은 설레임을 느꼈는데, 왜냐하면 그는 학교를 시작했기 때문이다."
1698,그는 새로운 음식을 시도했다,"""주변 사람들은 호기심과 기대감을 느꼈다.""",호기심,그는 새로운 경험을 즐기고 싶어하는 열정이었다.,"다양한 것을 느꼈는데, 왜냐하면 그는 새로운 음식을 시도했기 때문이다."
1699,그는 사람들과 잘 어울렸다,그 주변 사람들은 그에 대해 긍정적으로 느꼈다.,따라서 주변 사람들은 그의 친절함과 활발함을 느꼈다., 그의 친화력과 활발한 성격 때문에 편안함과 즐거움이었다.,따뜻함을
1700,그는 감기에 걸렸다,주변 사람들은 걱정했다.,그는 그의 건강을 챙기지 않았다.,그의 열이 올라가고 기침 소리가 들렸다.,"주변 사람들은 걱정된 것을 느꼈는데, 왜냐하면 그는 감기에 걸렸기 때문이다."
1701,그는 생일 파티를 하고 있었다,주변 사람들은 즐거웠을 것이다.,그는 즐거움을 느꼈다.,"축하와 즐거움이었다. 생일 파티 분위기에 흥겨운 음악과 웃음 소리가 가득했고, 모두가 특별한 날을 축하하기 위해 모인 것을 느낄 수 있었다.",즐거운 것을
1702,그는 열기구를 타러 갔다,주변 사람들은 그의 용기와 모험을 칭찬했다.,그는 열기구를 타러 갔다. 따라서 주변 사람들은 그의 열정을 느꼈다.,그는 열기구를 타러 갔다. 따라서 주변 사람들이 느꼈던 것은 그의 모험심과 호기심이었다.,"부드러운 충격을 느꼈는데, 왜냐하면 그는 열기구를 타러 갔기 때문이다."
1703,그는 한 시간 동안 플레이했다,"그의 친구들은 놀랐고, 부러워했다.",그는 한 시간 동안 플레이했다. 따라서 주변 사람들은 그의 열정을 느꼈다.,"그는 게임에 몰두하고 있었고, 아무것도 신경쓰지 않았다.","짜증난 것을 느꼈는데, 왜냐하면 그는 한 시간 동안 플레이했기 때문이다."
1704,그는 일기 예보를 확인했다,"""그의 주변 사람들은 안전을 위해 걱정했다.""",그는 날씨에 대해 걱정했다. 따라서 주변 사람들은 불안함을 느꼈다.,그가 비가 올 것을 예상했다는 것이었다.,불안한/기대하는
1705,그는 일찍 잠을 잤다,주변 사람들은 그가 피곤해서 푹 잘 것이라고 생각했다.,그의 피곤함을 느꼈다.,그는 아침에 매우 상쾌하고 활기찬 모습이었다.,부러움을
1706,그는 가기 싫어했다,"""주변 사람들은 그의 마음이 상한 것 같다고 느꼈다.""",그의 불만을,그의 불만과 불안이었다.,"주변 사람들은 당혹스러운 것을 느꼈는데, 왜냐하면 그는 가기 싫어했기 때문이다."
1707,그는 허리를 다쳤다,그 주변 사람들은 그가 다친 것에 대해 걱정했다.,그는 통증을 느꼈다.,"애석함과 걱정이었다. 그는 허리를 다치면서 많은 일을 할 수 없게 되었고, 이로 인해 주변 사람들은 그의 상황을 걱정했다.",애석한
1708,그는 이메일을 열어봤다,"그는 이메일을 열어봤을 때, 주변 사람들은 궁금해하거나 기대감을 느꼈을 것이다.",그의 흥분을 느꼈다.,그는 중요한 소식을 받은 것 같았다.,"놀람을 느꼈는데, 왜냐하면 그는 이메일을 열어봤기 때문이다."
1709,그는 판매자에게 연락했다,판매자는 기쁘고 기대감을 느꼈을 것이다.,그는 무언가를 살 것을 느꼈다.,그는 무엇을 살 것인지 궁금해했다.,"주변 사람들은 불안한 것을 느꼈는데, 왜냐하면 그는 판매자에게 연락했기 때문이다."
1710,그는 애완동물을 키웠다,"""그의 주변 사람들은 그가 애완동물을 키우는 것에 대해 기쁘고 호감을 가졌다.""",그는 애완동물을 키웠다. 따라서 주변 사람들은 그의 애정을 느꼈다.,그는 동물을 사랑하고 책임감이 강하다는 것이었다.,다정함을
1711,그는 변화가 필요했다,그 주변 사람들은 그가 변화를 통해 더 나아질 수 있다고 생각했다.,그의 변화를 느꼈다.,그의 삶이 새로운 방향으로 향하고 있다는 것이었다.,"불안한(reassured) 것을 느꼈는데, 왜냐하면 그는 변화가 필요했기 때문이다."
1712,그는 그녀에게 와주셔서 감사하다고 했다,그 주변 사람들은 그의 친절함에 감동했다.,따라서 주변 사람들은 그의 친절함을 느꼈다.,따라서 주변 사람들이 느꼈던 것은 그의 고마움과 감사한 마음이었다.,감동을
1713,그는 무엇을 먹을지 결정했다,그 주변 사람들은 궁금하거나 관심이 없을 수 있었다.,"""그는 무엇을 먹을지 결정했다. 따라서 주변 사람들은 안도의 심정을 느꼈다.""",그의 결정에 대한 호기심이었다.,"주변 사람들은 호기심을 느꼈는데, 왜냐하면 그는 무엇을 먹을지 결정했기 때문이다."
1714,그는 그녀의 뺨을 만졌다,주변 사람들은 놀라거나 분노했을 것이다.,부끄러운,그는 그녀에게 뭔가를 말하려고 했던 것이었다.,"당신의 질문에 대한 답변을 드리겠습니다. 하지만, 제가 채워야 할 빈칸이 어떤 내용인지 자세히 설명해 주시겠어요?"
1715,그는 부모님과 다시 함께 살게 되었다,주변 사람들은 기쁨과 안도감을 느꼈다.,기쁨을,그의 가정이 다시 통합되어 안정감을 느끼게 되었다.,안정감을
1716,그는 손으로 그늘을 만들었다,주변 사람들은 놀라거나 궁금해했을 것이다.,시원한,시원함과 안락함이었다. 그늘 아래에 있던 사람들은 그의 손으로 만들어진 그늘이 제공하는 시원함을 즐겼다.,"따뜻한 바람을 느꼈는데, 왜냐하면 그는 손으로 그늘을 만들었기 때문이다."
1717,그는 조깅을 시작했다,"""그의 친구들은 놀랐고, 기뻤다.""",그의 적극적인 태도와 건강에 대한 관심을 느꼈다.,그는 건강에 대한 관심이 높아졌다는 것이었다.,"즐거운 변화를 느꼈는데, 왜냐하면 그는 조깅을 시작했기 때문이다."
1718,그는 고개를 절레절레 흔들었다,주변 사람들은 그가 실망하거나 걱정스러워하는 것으로 느꼈다.,그는 불안한 것을 느꼈다.,그는 동의하지 않는다는 것이었다.,불안한 것
1719,그는 재채기를 시작했다,주변 사람들은 놀라거나 당황했을 것이다.,그는 감기에 걸렸을 것을 느꼈다.,쾌락과 안도였다. 왜냐하면 그는 마침내 간절히 기다렸던 증상을 겪고 있었기 때문이다.,이상한(reaction)
1720,그는 새 텐트를 구입했다,"""그의 친구들은 캠핑을 기대하며 기뻤다.""",그의 야외 활동에 대한 열정을 느꼈다.,그는 야외 활동을 더 많이 즐기고 싶어하는 열망이었다.,"주변 사람들은 부러움을 느꼈는데, 왜냐하면 그는 새 텐트를 구입했기 때문이다."
1721,그는 이리저리 뛰어다녔다,"""주변 사람들은 그의 행동을 혼란스러워하고 걱정했다.""",그의 불안함을,그의 활기찬 에너지와 끊임없는 움직임이었다.,불안한 것을
1722,그는 좋아하는 프로그램을 시청했다,그 주변 사람들은 그가 기뻐하고 즐거워하는 것을 느꼈을 것이다.,즐거운 것을 느꼈다.,그의 열정과 흥미로운 이야기에 대한 깊은 이해였다.,"주변 사람들은 흥분된 것을 느꼈는데, 왜냐하면 그는 좋아하는 프로그램을 시청했기 때문이다."
