,input,A,B,B2
1310,그는 고등학교를 졸업했다,그는 대학에 입학했다.,대학에 입학,대학입학 준비를 위해 많은 노력을 기울였다.
1311,그는 할로윈 파티에 초대받았다,그는 친구들과 함께 할로윈 파티를 위해 초대를 받았다.,파티에 참석하기 전에 일어났다.,할로윈 코스튬을 고르기 위해 많은 시간을 보냈다.
1312,그는 그것을 페이스북에 게시했다,해당 사건이 일어나기 전에 그는 그것을 페이스북에 게시했다.,게시(posting),그 전에 그것을 신중히 검토했다.
1313,그는 셔츠에 와인을 엎질렀다,그 사람이 셔츠에 와인을 엎질렀다.,저녁 식사,셔츠에 케첩을 흘렸다.
1314,그는 호텔을 예약했다,호텔을 예약하기 전에 그는 여행 일정을 계획하고 여행 날짜를 정했다.,여행,"여행 일정을 확인하고, 가고 싶은 장소를 결정했다."
1315,그는 단 것을 너무 많이 먹었다,그는 식사 후에 너무 많은 단 음식을 먹었다.,식사,어떤 것도 먹지 않았다. 그는 배가 너무 고팠던 것 같다.
1316,그는 인사를 했다,다음의 사건이 일어나기 전에는 그 사람이 누군가와 만나서 인사를 했을 것이다.,일어나기,눈을 마주치며 웃음을 지었다.
1317,그는 성적표를 받았다,그는 시험을 보고 성적을 받았다.,시험을 보기,시험을 열심히 공부했다.
1318,그는 조난당한 고양이를 도왔다,"그는 동네에서 조난당한 고양이를 발견했고, 그를 구해주기 위해 노력했다.",구조화,고양이가 어디에 갇혀있는지 알아내기 위해 여러 곳을 돌아다녔다.
1319,그는 다음 단계로 도약했다,그는 열심히 연습하여 기술을 향상시켰다.,준비와 계획을,어떤 것을 완벽하게 마무리했다.
1320,그는 새 애완동물을 얻었다,그는 동물 보호소에서 새 애완동물을 입양했다.,구매,어떤 애완동물을 가지고 있었는지 궁금해졌다.
1321,그는 차를 마셨다,음주운전 사고가 발생했다.,운전,물을 마셨다. 그 후에는 친구들과 함께 식사를 했다.
1322,그는 구매를 원했다,그는 돈을 모았다.,구매를 원했다. 이는 결제하기 전에 일어났다.,무엇이 필요한지를 고민했다.
1323,그는 휴대폰을 반납했다,그는 휴대폰을 반납하기 위해 가게에 갔다.,반납,휴대폰을 사용한지 2년이 지났다.
1324,그는 하루 종일 아무것도 먹지 않았다,그는 하루 종일 아무것도 먹지 않았기 때문에 배가 고팠다.,아침식사,어떤 이유로 식욕을 잃었던 것 같았다.
1325,그는 라이터를 다시 가져왔다,그는 담배를 피우기 위해 라이터를 다시 가져왔다.,촛불을 다시 켜기,소파에 놓여있던 담배를 꺼내었다.
1326,그는 친구를 이겼다,이전에 그는 친구와 게임을 했고 이기는 결과를 얻었다.,게임을,그는 친구와 함께 게임을 많이 연습했다.
1327,그는 바지를 적셨다,그는 세탁소에서 바지를 맡겼다.,"""그는 바지를 적셨다. 이는 일어나기 전에 일어났다.""",그는 셔츠를 입었다.
1328,그는 학교가 끝나면 집으로 돌아갔다,어떤 일이 벌어지기 전에는 아무런 일도 벌어지지 않았다.,하루 일과를 마치고 집으로 돌아가기 전에 발생했다.,는 친구들과 함께 공원에서 시간을 보냈다.
1329,그는 다른 발로 발차기를 했다,그는 킥복싱 수업을 받았다.,넘어지는,그는 상대방을 향해 주먹을 휘둘렀다.
1330,그는 머리가 짧았다,그는 머리를 자르러 갔다.,자는 것,이전에는 긴 머리를 가지고 있었다.
1331,그는 레드 와인을 엎질렀다,그는 실수로 레드 와인을 엎었다.,식사,레스토랑에서 파스타를 주문했다.
1332,그는 대머리가 되었다,그는 이전에 머리카락이 모두 빠지고 대머리가 되었다.,노화,그는 머리카락이 길고 굵었던 터였다.
1333,그는 유모차에서 장난감을 던졌다,어머니가 그에게 장난감을 주었다.,분노하기 전에 일어났다.,그 전에 엄마가 그를 말리려고 했지만 이미 늦었다.
1334,그는 교통사고를 당했다,그는 음주운전을 하고 있었다.,운전하기,어떤 사람이 교통신호를 무시하고 지나가는 차를 보고 있었다.
1335,그는 팔굽혀펴기를 했다,그는 운동을 했다.,스트레칭,그는 스트레칭을 했다.
1336,그는 친구를 만났다,친구를 만나기 위해 약속을 잡았다.,식사,그는 카페에서 잠시 쉬었다.
1337,그는 풍선을 받았다,그는 생일 파티에 초대되었다.,풍선을 받았다. 이는 일어나기 전에 일어났다.,그는 생일 파티에 초대되었다.
1338,그는 팁을 남겼다,서비스를 받은 후에 그는 팁을 남겼다.,식사를,그 전에 서비스가 훌륭했기 때문에 그는 팁을 남겼다.
1339,그는 손톱을 물어뜯었다,그는 긴장되거나 불안했을 것이다.,긴장하거나 불안해하는,그 전에 긴장해서 손이 땀을 흘렸다.
1340,그는 다리를 흔들었다,어떤 사람이 그의 주의를 끌기 위해 그의 주변을 살폈다.,먼저 일어나기,그는 의자에 앉아서 창밖을 내다보았다.
1341,그는 반려동물을 입양했다,그는 동물 보호소에서 반려동물을 입양했다.,결혼,어떤 동물을 키워본 적이 없었다.
1342,그는 빠르게 발길질했다,그는 늦은 시간에 집으로 돌아가려고 했다.,출발,어둠이 밀려오기 시작했다.
1343,그는 네가 편지를 보내줘서 고마워했다,누군가 그에게 편지를 보내줬다.,편지를 받은 것이다.,네가 그를 생각해준다는 것을 알지 못했기 때문이었다.
1344,그는 순간을 몇 시간처럼 느꼈다,어떤 긴장된 상황이 있었을 것으로 추측됩니다.,그는 순간을 몇 시간처럼 느꼈다. 이는 일어나기 전에 일어났다.,어떤 일이 벌어졌기 때문에 그런 감정을 느꼈던 것 같았다.
1345,그는 어쨌든 하나를 구입했다,이전에 그는 상점에 갔고 무언가를 산 것으로 보인다.,결정하기,"어떤 것을 선택할지 고민을 많이 했지만, 결국에는 마음에 드는 하나를 찾아 구입했다."
1346,그는 전공을 바꿨다,그는 전공을 바꾸기로 결정했다.,결정,어떤 전공을 공부했었다.
1347,그는 버스를 놓쳤다,"버스를 놓친 후, 그는 택시를 타고 가게로 향했다.",출발,그 전에 시간을 잘못 계산해서 출발을 늦게 했다.
1348,그는 아무것도 걱정하지 않았다,"어떤 일이 벌어지기 전에, 그는 아무것도 걱정하지 않았다.",일어나기 전에 무엇이 일어났는지 알 수 없다.,어떤 일이 생길지도 모른다고 생각했다.
1349,그는 뭔가 고약한 냄새가 났다,어떤 것이 부패되거나 썩은 상태였다.,그는 샤워하기 전에 일어났다.,어딘가에서 불쾌한 음식을 먹은 것 같았다.
1350,그는 친구를 때렸다,그는 친구와 다투었다.,화를 내기 전에 일어났다.,그는 친구와 심한 말다툼을 했다.
1351,그는 개를 데려왔다,개를 데려왔다.,걷기,어떤 동물을 키우고 있었다.
1352,그는 남편을 잃었다,그는 결혼한 후 남편을 잃었다.,결혼,그 전에 그들은 서로를 사랑하고 지내던 부부였다.
1353,그는 심지어 동전 지갑도 만들었다,어떤 일이 벌어졌는지에 대한 정보가 없기 때문에 그것을 가정할 수 없습니다.,그는 심지어 동전 지갑도 만들었다. 이는 일어나기 전에 일어났다.,"그는 지갑을 만들었고, 그것이 성공했기 때문에 동전 지갑도 만들었다."
1354,그는 공원에 가고 싶어 했다,그는 실내에서 오랫동안 시간을 보낸 후에 공원에 가고 싶어 했다.,그는 공원에 가고 싶어 했다. 이는 아침에 일어나기 전에 일어났다.,저녁 식사를 마치고 나서.
1355,그는 데이트를 하러 가는 중였다,어떤 사람과 데이트를 잡았다.,그는 데이트를 하러 가는 중이었다. 이는 집을 나서기 전에 일어났다.,"옷을 골라 입었고, 향수를 뿌렸다."
1356,그는 재미있는 소리를 내었다,그는 웃음을 참지 못하고 재미있는 이야기를 들었다.,웃음,어색한 침묵이 흘렀다.
1357,그는 자동차 키를 찾을 수 없었다,그는 자동차 키를 잃어버렸다.,출발,어제 밤에 어디에 놓았는지 기억이 나지 않았다.
1358,그는 온라인 검색을 했다,그는 온라인 검색을 통해 정보를 찾았다.,결정을,뉴스 기사를 읽었다.
1359,그는 자신의 아버지를 찾았다,그는 오랫동안 아버지를 찾기 위해 수고했다.,사고,"아버지의 행방을 알 수 없었고, 그를 찾기 위해 수많은 노력을 기울였다."
1360,그는 목표물을 놓쳤다,그 전에 그는 정확하게 목표물을 향해 조준하지 않았다.,사격,목표물을 향해 정확하게 조준하지 않았다.
1361,그는 배낭을 챙겼다,그는 여행을 떠나기 위해 준비를 했다.,등산,어디로 가야할지 결정했다.
1362,그는 인형을 찾았다,그는 인형을 잃어버렸다.,사고,그 전에 그는 방안을 철저히 뒤져봤다.
1363,그는 정말 늦었다,그는 알람을 놓친 것 같다.,그는 정말 늦었다. 이는 일어나기 전에 일어났다.,무슨 일이 있었는지 모르겠어요.
1364,그는 안경을 찾았다,그는 안경을 잃어버렸다.,일어나다,안경을 잃어버렸던 것이다.
1365,그는 스스로를 진정시켰다,그는 스스로를 진정시키기 위해 명상을 하거나 심호흡을 했을 것이다.,자기 자신을 이해하는 것,어떤 일이 있었던 것 같았다.
1366,그는 감자튀김을 주문했다,그는 메뉴를 살펴보고 감자튀김을 선택했다.,먹기,그 전에 그는 메뉴를 살펴보고 있었다.
1367,그는 아기 이름을 지었다,그는 아기 이름을 선택하기 위해 여러 가지 옵션을 고려했다.,결혼,어떤 이름을 선택할지 고민을 많이 했었다.
1368,그는 할로윈 파티에 초대했다,그는 친구들에게 할로윈 파티에 초대했다.,할로윈 파티에 초대하기 전에 일어났다.,그는 할로윈 코스튬을 고르기 위해 많은 시간을 보냈다.
1369,그는 자신의 헤어와 메이크업을 직접 했다,그는 자신의 헤어와 메이크업을 직접 했다.,준비,미용사에게 도움을 받았다.
1370,그는 결국 굴복했다,어떤 압력이나 협박을 받았을 것이다.,저항,"어떤 선택을 할지 고민했지만, 마지막에는 현실을 받아들이고 굴복하기로 결정했다."
1371,그는 대화를 원했다,"두 사람 사이에 갈등이 있었고, 그는 해결하려고 대화를 원했다.",그는 대화를 원했다. 이는 발생하기 전에 일어났다.,무슨 일이 있었는지 궁금해했다.
1372,그는 어느 날 밤 잠이 들었다,그는 어느 날 밤 잠이 들기 전에 침대에 누워서 책을 읽었다.,자신의 신체를 이용하여 활동,어떤 이야기를 읽고 있었던 것 같았다.
1373,그는 더 좋은 아이디어가 있었다,먼저 더 좋은 아이디어를 고안했다.,구현,나온 아이디어를 버릴 생각이었다.
1374,그는 스노클링을 하러 갔다,그는 물 속에서 수영을 즐기기 위해 스노클링 장비를 찾았다.,그는 스노클링을 하러 갔다. 이는 일어나기 전에 일어났다.,해변가에 있는 장비를 확인했다.
1375,그는 엄지손가락을 사용했다,그는 승용차를 운전하기 위해 엄지손가락을 사용했다.,사물을 집어 들거나 버튼을 누르기,그는 손가락을 휘젓고 있었다. 그 전에는 손을 흔들었던 것 같다.
1376,그는 깁스를 했다,그는 다치거나 부상을 입었을 것이다.,사고,어떤 사고로 다리를 다쳤다.
1377,그는 머리를 다쳤다,그는 사고를 당했다.,사고,어선 자전거를 타고 있었다.
1378,그는 입술을 씹었다,그는 긴장하고 있었다.,아침식사,어떤 선택을 해야 할지 고민하던 것 같았다.
1379,그는 잿더미에서 부활했다,그는 죽었다가 부활했다.,죽은 것,그는 모든 것을 잃었지만 그의 의지는 꺾이지 않았다.
1380,오늘은 그의 결혼식 날였다,그의 여자친구와 약속한 결혼식이 있었다.,결혼식,"그는 여러 해 동안 사랑하는 사람과 함께했고, 이 순간을 기다렸다."
1381,그는 또다른 아기가 있었다,그는 또다른 아기가 있었다.,자신이 아기를 돌보는 일을 시작하기 전에 일어났다.,어머니가 죽은 후에 그 아기를 돌보게 되었다.
1382,그도 그녀를 좋아했다,어떤 사람이 다른 사람을 좋아했다.,사랑하기,그 전에 그녀는 그를 좋아하지 않았다.
1383,그는 새 차가 필요했다,그는 은행에서 대출을 신청했다.,구매,쓰레기 수거를 위해 사용하던 차가 고장나서 더 이상 사용할 수 없었다.
1384,그는 그녀의 입술을 적셨다,그들은 서로에게로 기울어져 점점 가까워졌다.,뽀뽀,"그녀의 눈을 바라보았고, 그녀가 원하는지 묻는 눈빛을 보았다."
1385,그는 그녀의 얼굴을 쓰다듬었다,그들은 서로를 사랑하고 있었다.,사랑을 고백하기 전에 일어났다.,그 전에 그녀의 손을 잡았다.
1386,그는 커피를 엎질렀다,그는 실수로 커피를 엎었다.,마시려고,그는 서피스 프로를 사용하던 중이었다.
