,input,A,B
1672,그는 물론이라고 말했다,자신감이 있고 확고한 결정을 내릴 수 있는 사람으로 보인다.,그는 믿음직한(reliable) 사람으로 보인다.
1673,그는 아직 늦었다,그는 시간에 대해 무관심한 사람으로 보인다.,지루한
1674,그는 유튜브 동영상을 시청했다,그는 현대적이고 디지털에 익숙한 사람으로 보인다.,호기심 많은
1675,그는 그녀의 머리카락을 가지고 놀았다,그는 남을 괴롭히는 사람으로 보인다.,잔인한
1676,그는 그녀의 입술을 깨물었다,이 사람은 폭력적이고 존중하지 않는 행동을 하는 사람으로 보입니다.,야만적인
1677,그는 걷는 데 문제가 있었다,그는 신체적인 어려움을 겪고 있는 사람으로 보인다.,힘든
1678,그는 열쇠를 떨어뜨렸다,부주의한 사람으로 보인다.,케어리스한
1679,그는 앞치마 끈을 느슨하게 풀었다,그는 여유로운 사람으로 보인다.,느슨한
1680,그는 새 마우스를 구입했다,그는 기술에 관심이 많은 사람으로 보인다.,신중한
1681,그는 중학교에 입학했다,그는 어린이나 청소년으로 보입니다.,어린
1682,그는 집에서 지갑을 찾았다,신중한 사람으로 보인다.,신뢰할 만한(reliable)
1683,그는 이제 막 고등학교를 졸업했다,젊고 미래가 유망한 청년으로 보인다.,어른
1684,그는 다음 날 학교에 갔다,일반적으로 보통 사람으로 보입니다.,자신감 있는
1685,그는 자리에 앉았다,그는 차분하고 침착한 사람으로 보인다.,차분한
1686,그는 사람들을 초대했다,친절하고 사교적인 사람으로 보인다.,친절한
1687,그는 오늘 밤에 잠을 잤다,평범한 사람으로 보인다.,피곤한
1688,그는 그녀의 발목을 비틀었다,폭력적이고 제어력을 잃은 사람으로 보인다.,잔인한
1689,그는 메모를 남겼다,그는 조직적이고 책임감 있는 사람으로 보인다.,도움이 필요한
1690,그는 대신 피자를 주문했다,그는 게으른 사람으로 보인다.,외식하는
1691,그는 손가락에 화상을 입었다,그는 조심성이 부족한 사람으로 보인다.,상처 입은
1692,그는 수업에 지각했다,부주의한 학생으로 보인다.,부지런한
1693,그는 수영하러 가고 싶어했다,그는 즐거움과 활동을 즐기는 사람으로 보인다.,운동을 좋아하는
1694,그는 반창고를 붙였다,그는 자신의 가정을 지키려는 책임감 있는 사람으로 보인다.,강인한
1695,그는 계정을 삭제했다,그는 개인 정보 보호에 신경을 쓰는 사람으로 보인다.,결정적인
1696,그는 자외선 차단제를 바르는 것을 잊어버렸다,그는 조금 부주의한 사람으로 보인다.,더 나이든(ageless)
1697,그는 학교를 시작했다,학생으로 보인다.,어린
1698,그는 새로운 음식을 시도했다,그는 개방적이고 새로운 경험을 추구하는 사람으로 보인다.,호기심이 많은
1699,그는 사람들과 잘 어울렸다,그는 사교적인 사람으로 보인다.,친근한
1700,그는 감기에 걸렸다,그는 아픈 사람으로 보인다.,아파 보인다.
1701,그는 생일 파티를 하고 있었다,그는 사교적이고 친근한 사람으로 보인다.,행복한
1702,그는 열기구를 타러 갔다,그는 모험을 즐기는 사람으로 보인다.,열기구를 타러 갔다. 그는 용감한 사람으로 보인다.
1703,그는 한 시간 동안 플레이했다,그는 게임을 좋아하는 사람으로 보인다.,열정적인
1704,그는 일기 예보를 확인했다,그는 신중하고 계획적인 사람으로 보입니다.,신중한
1705,그는 일찍 잠을 잤다,그는 조용하고 꾸준한 일상을 추구하는 사람으로 보인다.,피곤한
1706,그는 가기 싫어했다,그는 꾸준하고 끈질긴 사람으로 보인다.,나태한
1707,그는 허리를 다쳤다,그는 취약한 사람으로 보인다.,상처 입은
1708,그는 이메일을 열어봤다,그는 호기심 많은 사람으로 보인다.,신뢰할 만한
1709,그는 판매자에게 연락했다,그는 소비자나 구매자로 보입니다.,신뢰할 만한
1710,그는 애완동물을 키웠다,애완동물을 키우는 책임감 있는 사람으로 보인다.,따뜻한
1711,그는 변화가 필요했다,그는 적극적이고 성장을 추구하는 사람으로 보인다.,더 나은
1712,그는 그녀에게 와주셔서 감사하다고 했다,친절하고 공손한 사람으로 보인다.,친절한
1713,그는 무엇을 먹을지 결정했다,그는 결단력 있는 사람으로 보인다.,어떤
1714,그는 그녀의 뺨을 만졌다,폭력적인 사람으로 보입니다.,따뜻한
1715,그는 부모님과 다시 함께 살게 되었다,그는 가정을 중요시하는 사람으로 보인다.,더 행복한
1716,그는 손으로 그늘을 만들었다,그는 창의적이고 예술적인 사람으로 보인다.,부드러운
1717,그는 조깅을 시작했다,운동을 즐기고 건강에 신경을 쓰는 사람으로 보인다.,건강한
1718,그는 고개를 절레절레 흔들었다,죄책감을 느끼고 사과하는 사람으로 보인다.,우물쭈물
1719,그는 재채기를 시작했다,그는 알레르기나 감기 증상이 있는 사람으로 보인다.,병든
1720,그는 새 텐트를 구입했다,야외 활동을 즐기는 사람으로 보인다.,신물나는
1721,그는 이리저리 뛰어다녔다,그는 활동적이고 에너지 넘치는 사람으로 보인다.,활발한
1722,그는 좋아하는 프로그램을 시청했다,그는 휴식을 취하고 즐거움을 찾는 사람으로 보인다.,친근한
1723,그는 곰을 봤다,그는 용감한 사람으로 보인다.,매우 큰
1724,그는 한 쪽 편을 들었다,그는 호기심 많고 주변에 관심을 가지는 사람으로 보인다.,강한
1725,그는 독서를 좋아했다,지식을 중요시하고 지적인 취향을 가진 사람으로 보인다.,지적인
1726,그는 친구와 대화했다,친근한 사람으로 보인다.,친절한
1727,그는 며칠 내에 갱신되었다,그는 죄수로 보입니다.,갱신된 후에 더 행복한
1728,그는 대학을 졸업했다,그는 교육을 중요시하고 목표를 이루기 위해 노력하는 사람으로 보인다.,성취한
1729,그는 어지러움을 느꼈다,그는 혼란스러운 상황에서 당황한 사람으로 보인다.,헷갈리는
1730,그는 주사위를 굴렸다,그는 게임을 좋아하는 사람으로 보인다.,운이 좋은
1731,그는 책 전반에 걸쳐 사용했다,그는 책을 꼼꼼히 읽는 사람으로 보인다.,지적인
1732,그는 학교 첫날을 시작했다,그는 새로운 시작을 하는 사람으로 보인다.,신입생으로 보인다.
1733,그는 결국 시작했다,그는 결단력 있는 사람으로 보인다.,좋은
1734,그는 한 모금을 더 마셨다,그는 술에 빠진 사람으로 보인다.,더 자신 있는
1735,그는 자판기에서 캔디바를 꺼내었다,그는 당분을 좋아하는 사람으로 보인다.,아이돌
1736,그는 돌아가고 싶지 않았다,그는 과거에 대한 애착이 강한 사람으로 보인다.,피곤한
1737,그는 군대에 입대했다,군인으로 보입니다.,군인
1738,그는 최근에 구매했다,소비자로 보입니다.,그는 최근에 구매했다. 그는 부유한 사람으로 보인다.
1739,그는 다음날 배송했다,신속하고 책임감 있는 사람으로 보인다.,신뢰할 만한
1740,그는 집세를 제때 납부했다,책임감 있는 사람으로 보인다.,책임 있는
1741,그는 어쨌든 그것을 구입했다,그는 결정을 내릴 줄 아는 사람으로 보인다.,"결국, 결국에도"
1742,그는 심지어 양말 한 켤레도 만들었다,그는 창의적이고 꾸준한 사람으로 보인다.,참으로 엄청난
1743,그는 허무한 일을 저질렀다,그는 책임감이 없는 사람으로 보인다.,무책임한
1744,그는 핫도그를 전자레인지에 넣었다,그는 조금 어리석은 사람으로 보인다.,음식을 데우는 동안에도 친절한(really nice)
1745,그는 사탕을 너무 많이 먹었다,그는 자신의 건강을 생각하지 않는 사람으로 보인다.,"당연히, 당뇨병환자로 보인다."
1746,그는 그녀의 혀를 휘저었다,그는 폭력적인 사람으로 보인다.,섹시한
1747,그는 열이 났다,그는 구조가 필요한 사람으로 보인다.,화난
1748,그는 어느 날 숲에서 등산을 했다,그는 야외 활동을 즐기는 적극적이고 활발한 사람으로 보인다.,피곤한
1749,그는 뱀을 죽였다,"행동에 따라 다르겠지만, 동물을 죽인 사람으로 보일 수 있습니다.",잔인한
1750,그는 쌍둥이를 임신 중였다,그는 임신 중인 여성으로 보입니다.,임신 중인
1751,그는 출근 준비를 했다,그는 책임감 있는 사람으로 보인다.,정직한
1752,그는 연기 냄새를 맡았다,그는 냄새 감지 능력이 뛰어난 사람으로 보인다.,종교적인
1753,그는 고양이 두 마리를 키우고 있었다,고양이 애호가로 보입니다.,동물을 사랑하는
1754,그는 정말 화를 내었다,화를 내는 사람으로 보인다.,화난
1755,그는 피자도 먹었다,그는 평범한 사람으로 보인다.,먹는 것을 보면 건강한(reliable) 사람으로 보인다.
1756,그는 새 신발이 필요했다,그는 소비자로 보인다.,새롭게 변화된
1757,그는 오줌을 쌌다,그는 실수를 한 사람으로 보인다.,부끄러운
1758,그는 가는 게 좋을 것 같았다,그는 신중하고 현명한 사람으로 보인다.,도움이 필요한
1759,그는 학교 마지막 날였다,그는 학업을 마치고 새로운 시작을 앞둔 사람으로 보인다.,그는 슬픈 사람으로 보인다.
1760,그는 알람 시계를 설정했다,그는 책임감 있는 사람으로 보인다.,정확한
1761,그는 번개에 맞았다,그는 운이 나쁜 사람으로 보인다.,매우 충격을 받은
1762,그는 선생님께 물었다,성실하고 궁금한 학생으로 보인다.,어떤
1763,그는 첫 경기에서 승리했다,그는 자신의 목표를 위해 노력하는 열정적인 사람으로 보인다.,자신감 있는
1764,그는 뉴스 시청을 중단했다,뉴스 시청을 중단한 그는 관심 있는 사람으로 보인다.,냉정한
1765,그는 원하는 대로 골랐다,그는 결단력 있는 사람으로 보인다.,자신을 나타내는
1766,그는 커피를 마셨다,그는 일반적인 커피 마시는 사람으로 보인다.,깨끗한
1767,그는 그녀에게 번호를 알려줬다,그는 친절하고 사교적인 사람으로 보인다.,신뢰할 만한
1768,그는 스케이트보드를 좋아했다,그는 활동적이고 모험을 즐기는 사람으로 보인다.,활동적인
1769,그는 밤새 잠을 잤다,그는 피곤한 사람으로 보인다.,피곤한
1770,그는 곧 면접을 보게 되었다,그는 적극적이고 자신감 있는 사람으로 보인다.,자신감 있는
1771,그는 거북이를 봤다,그는 동물을 좋아하는 사람으로 보인다.,느린
1772,그는 음악에 맞춰 춤을 추웠다,"그는 즐거운, 자유로운 영혼의 사람으로 보인다.",열정적인
1773,그는 고양이에게 장난감을 줬다,그는 동물을 사랑하는 친절한 사람으로 보인다.,친근한
1774,그는 임신을 하게 되었다,그는 여성으로 보입니다.,임신한
1775,그는 여전히 배고팠다,그는 어떤 사람으로 보이는가? 그는 여전히 굶주린 사람으로 보인다.,마치 한없이 먹을 수 있는
1776,그는 줄 맨앞에 서 있었다,그는 참가자들을 이끄는 리더로 보인다.,자신감 있는
1777,그는 더 좋은 좌석을 배정받았다,그는 운이 좋은 사람으로 보인다.,더 행복한
1778,그는 그의 개를 줬다,그는 관심과 애정을 가진 독립적이고 관대한 사람으로 보인다.,친절한
1779,그는 새 고양이를 얻었다,그는 동물을 사랑하는 사람으로 보입니다.,친근한
1780,그는 기분이 훨씬 좋아졌다,그는 긍정적이고 희망적인 사람으로 보인다.,더 행복한
1781,그는 20분 늦었다,그는 시간을 잘 지키지 못하는 사람으로 보인다.,지루한
1782,그는 다시 초대했다,그는 관대하고 친절한 사람으로 보인다.,신뢰할 만한
1783,그는 자기 십자가를 졌다,그는 종교적인 사람으로 보입니다.,죽은
1784,그는 길고양이를 발견했다,그는 동물을 사랑하는 사람으로 보인다.,친절한
1785,그는 부케를 함께 들고 있었다,로맨틱한 사람으로 보인다.,로맨틱한
1786,그는 새로운 친구들을 만났다,그는 사교적이고 새로운 경험을 즐기는 사람으로 보인다.,친절한
1787,그는 다시 돌려보내야 했다,그는 엄격하고 무정한 사람으로 보인다.,어떤
1788,그는 바닥에 수프를 엎질렀다,부주의한 사람으로 보인다.,어설픈
1789,그는 커브볼을 던지는 방법을 배웠다,그는 야구 선수로 보입니다.,자신감 있는
