,input,A,B,B2,B3
1071,그는 병원에 가고 싶어 했다,그는 불안했다.,그는 아프다는 것을 느꼈다.,그의 건강이 나빠졌을 때 느꼈던 불안과 두려움이었다.,"그는 아픈 것을 느꼈는데, 왜냐하면 그는 병원에 가고 싶어 했기 때문이다."
1072,그는 그것을 수의사에게 데려갔다,그는 안도와 안심으로 느꼈다.,그는 안심된 것을 느꼈다.,애완동물의 건강과 안전을 위한 책임감이었다.,"그는 아픈 것을 느꼈는데, 왜냐하면 그는 그것을 수의사에게 데려갔기 때문이다."
1073,그는 목걸이를 찾았다,그는 안도감과 기쁨을 느꼈다.,보람을 느꼈다.," 안도감과 만족감이었다. 그의 목걸이는 오랫동안 잃어버린 것으로 여겨졌기 때문에, 그것을 다시 찾게 되어 기뻤다.","그는 안도된 것을 느꼈는데, 왜냐하면 그는 목걸이를 찾았기 때문이다."
1074,그는 아기처럼 잠을 잤다,그는 편안하고 안정된 상태에서 잤을 것이다.,휴식과 안정된 것을 느꼈다., 안정감과 평화였다. 그의 마음은 편안하고 안전한 느낌에 쏠려 있었다.,아무런 변화도 없는 것
1075,그는 웨이트리스로 일하고 있었다,그는 자긍심을 느꼈다.,그는 서비스업의 어려움을 느꼈다.,피곤함과 스트레스였다. 하지만 그는 항상 웃는 얼굴로 손님들을 대해주었다.,"그는 부끄러운 것을 느꼈는데, 왜냐하면 그는 웨이트리스로 일하고 있었기 때문이다."
1076,그는 천천히 입꼬리를 위로 올렸다,그는 만족스러웠다.,자신이 승리를 느꼈다., 자신의 자신감과 흥분이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 천천히 입꼬리를 위로 올렸기 때문이다."
1077,그는 손을 흔들었다,그는 기쁨을 느꼈다.,친근한 것을 느꼈다.,친근함과 환영이었다.,"그는 기쁨을 느꼈는데, 왜냐하면 그는 손을 흔들었기 때문이다."
1078,그는 집안 곳곳을 샅샅이 뒤졌다,그는 당황스러웠다.,절망적인 것을 느꼈다.," 과거에 무언가를 잃어버렸을 때의 절망과 불안이었다. 그는 그 무엇인가를 찾아야 했고, 그것이 그에게 중요한 것임을 알고 있었다.",불안한
1079,그는 좋아 보였다,이 사람은 기뻐하는 것으로 보였다.,행복한, 믿음직스러웠다.,"그는 뭔가 특별한 것을 느꼈는데, 왜냐하면 그는 좋아 보였기 때문이다."
1080,그는 할로윈 파티가 있었다,그는 즐거웠다.,즐거움을 느꼈다.,즐거움과 설렘이었다. 파티에 가서 친구들과 함께 시간을 보낼 수 있어서 그는 기대감에 가득 찼다.,"그는 설레임을 느꼈는데, 왜냐하면 그는 할로윈 파티가 있었기 때문이다."
1081,그는 음식에 질식했다,그는 고통스러워했다.,포만감,"고통과 불편함이었다. 그는 자신의 몸이 음식을 받아들일 수 없는 상태에 이르렀고, 이로 인해 극심한 고통과 불편함을 느꼈다.",토하고 있다
1082,그는 일을 벌렸다,그는 기쁘고 만족했다.,성취감,"성취감과 자신감이었다. 그의 노력이 결실을 맺은 것에 대해 기뻤고, 자신의 능력에 대한 확신을 갖게 되었다.","그는 책임감을 느꼈는데, 왜냐하면 그는 일을 벌렸기 때문이다."
1083,그는 수영 팀에 합류했다,그는 기쁘고 흥분했다.,자유롭게 느꼈다.,자유롭고 기분이 좋았다.,"그는 자부심을 느꼈는데, 왜냐하면 그는 수영 팀에 합류했기 때문이다."
1084,그는 질투를 했다,그는 분노와 불안을 느꼈다.,부러움,"부러움과 불안함이었다. 그는 상대방에게 빼앗길까봐 두려워했고, 자신의 부족함을 인정하지 않으려고 애를 쓰는 모습을 보였다.",부러움
1085,그는 욕을 쓰는 것에 대해 양해를 구했다,그는 당황스러워하고 미안한 마음이었다.,자신의 행동에 대한 후회를 느꼈다.,자신의 행동에 대한 후회와 죄책감이었다.,"그는 창피한 것을 느꼈는데, 왜냐하면 그는 욕을 쓰는 것에 대해 양해를 구했기 때문이다."
1086,그는 소변을 보러 갔다,그는 안도와 안정감을 느꼈다.,소변이 차있다.,"약간의 안도감과 안정감이었다. 더 이상 참지 않아도 되고, 편안함을 느꼈다.",부끄러운
1087,그는 인터뷰 요청 전화를 받았다,그는 기쁘고 설레었다.,긴장된 것을 느꼈다.,"호기심과 기대감이었다. 그는 무엇에 대해 인터뷰를 받게 될지, 어떤 질문들이 나올지 궁금했고, 동시에 자신의 이야기를 전할 수 있는 기회를 갖게 되어 기쁨을 느꼈다.",불안한
1088,그는 눈을 여러 번 깜빡였다,그는 혼란스러웠다.,뭔가를 놓친 것을 느꼈다.,"놀라움과 혼란이었다. 그는 갑자기 발생한 상황에 대해 이해할 수 없었고, 무엇을 해야 할지 막막함을 느꼈다.",아무것도
1089,그는 상사로부터 전화를 받았다,그는 놀랐다.,긴장된 것을 느꼈다.,불안함과 긴장감이었다. 상사의 전화가 어떤 내용일지 예상할 수 없었기 때문에 그는 불안한 마음을 갖고 전화를 받았다.,불안한
1090,그는 마침내 우유를 찾았다,그는 안도와 만족감을 느꼈다.,안심된 것을 느꼈다.," 안심이었다. 그는 마침내 우유를 찾았고, 따라서 그가 느꼈던 것은 안심이었다.","그는 안도된 것을 느꼈는데, 왜냐하면 그는 마침내 우유를 찾았기 때문이다."
1091,그는 누군가의 목소리를 들었다,그는 궁금하고 기쁘거나 놀랐을 것이다.,그는 누군가의 목소리를 들었다. 따라서 그는 안도를 느꼈다.,그가 주변을 둘러보고 누군가가 자신을 부르는 것을 깨닫는 것이었다.,"그는 놀란 것을 느꼈는데, 왜냐하면 그는 누군가의 목소리를 들었기 때문이다."
1092,그는 해파리에 쏘였다,그는 아픔과 놀람을 느꼈다.,통증을 느꼈다.,"심한 통증과 불편함이었다. 그의 피부는 화상을 입었고, 그의 몸은 붓고 있었다.",아픈
1093,그는 촛불을 들고 있었다,그는 안정감과 평화로움을 느꼈다.,어둠을 느꼈다.,"어둠과 공포였다. 그의 주위에는 어둠이 깊게 드리워져 있었고, 촛불의 빛만이 그를 감싸고 있었다. 그는 불안하게 주변을 살펴보았지만, 아무도 없었다. 혼자 남",불안한
1094,그는 그녀가 웃자 절뚝거렸다,그는 당황스러웠다.,그녀가 행복한 것을 느꼈다.,그가 그녀를 행복하게 만들지 못했던 자신의 부족함이었다.,"그는 놀란 것을 느꼈는데, 왜냐하면 그는 그녀가 웃자 절뚝거렸기 때문이다."
1095,그는 고양이를 데려왔다,고양이를 데려왔을 때 그는 기뻤다.,행복한 것을 느꼈다.,"행복이었다. 고양이와 함께하는 시간은 그에게 큰 기쁨을 주었고, 그의 삶에 새로운 의미를 부여해주었다.","그는 행복한 것을 느꼈는데, 왜냐하면 그는 고양이를 데려왔기 때문이다."
1096,그는 하이킹을 좋아했다,그는 행복했다.,자연과 가까움을 느꼈다.,자연과 어울려 산책하는 즐거움이었다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 하이킹을 좋아했기 때문이다."
1097,그는 그녀의 눈을 찔렀다,그는 죄책감과 미안함을 느꼈다.,그는 그녀의 눈을 찔렀다. 따라서 그는 그녀가 불편해하는 것을 느꼈다.,그녀의 눈이 그를 꿰뚫고 있는 듯한 강렬한 시선이었다.,그는 어떤 감정을 느꼈는지 알 수 없었다.
1098,그는 그녀의 입술을 만졌다,그는 행복했다.,사랑을 느꼈다.,그녀의 부드러운 입술과 함께 온전한 행복이었다.,"그는 전율을 느꼈는데, 왜냐하면 그는 그녀의 입술을 만졌기 때문이다."
1099,그는 대학에 재학 중였다,그는 대학에 재학 중이라 흥분했다.,학업에 대한 중요성을 느꼈다.," 대학 생활의 바쁨과 압박감이었다. 학업, 동아리 활동, 알바 등 다양한 일정을 소화해야 했기 때문에 그는 항상 시간이 부족하고 스트레스를 느끼게 되었다.","그는 자부심을 느꼈는데, 왜냐하면 그는 대학에 재학 중였기 때문이다."
1100,그는 화염에 휩싸였다,그는 무서움과 절망에 휩싸였다.,죽음을,"절망과 두려움이었다. 그의 몸은 뜨거운 열기에 감싸여 끊임없는 고통을 겪고 있었고, 그의 마음은 이 화염으로부터 벗어나기 위한 절망적인 소망으로 가득 차 있었다.",뜨거운(really hot)
1101,그는 간발의 차이로 승리했다,그는 안도와 긴장의 혼합된 감정을 느꼈다.,위험한 것을 느꼈다.,승리의 쾌감과 동시에 안도감이었다.,승리감을
1102,그는 그녀를 향해 윽박질렀다,그는 분노와 불쾌함을 느꼈다.,자신의 행동이 후회된다.,분노와 불쾌함이었다.,"그는 후회하는 것을 느꼈는데, 왜냐하면 그는 그녀를 향해 윽박질렀기 때문이다."
1103,그는 정말 재미있어 했다,.,즐거움을 느꼈다., 놀라움과 행복이었다.,"그는 행복한 것을 느꼈는데, 왜냐하면 그는 정말 재미있어 했기 때문이다."
1104,그는 몇 시간동안 울었다,그는 슬펐다.,심한 슬픔을," 절망과 외로움이었다. 그의 마음은 무너져가고, 어떻게 해야할지 막막했다.","그는 슬픔을 느꼈는데, 왜냐하면 그는 몇 시간동안 울었기 때문이다."
1105,그는 공을 회수했다,그는 만족했다.,피곤한 것을 느꼈다.,성취감과 만족감이었다.,"그는 성취감을 느꼈는데, 왜냐하면 그는 공을 회수했기 때문이다."
1106,그는 티켓을 구매했다,그는 흥분했다.,만족함을 느꼈다., 흥분과 기대감이었다. 새로운 경험을 할 수 있는 기회를 얻게 되어 기쁨을 느꼈다.,"그는 설렘을 느꼈는데, 왜냐하면 그는 티켓을 구매했기 때문이다."
1107,그는 최근에 졸업했다,그는 자부심과 기쁨을 느꼈다.,자유를 느꼈다.,자신의 미래에 대한 불안과 기대였다.,"그는 불안한 것을 느꼈는데, 왜냐하면 그는 최근에 졸업했기 때문이다."
1108,그는 공중전화를 찾았다,그는 안도감을 느꼈다.,자유롭게 연락할 수 있는 것을 느꼈다.,"
휴대전화가 없어서 당황스러웠다.","그는 안도된 것을 느꼈는데, 왜냐하면 그는 공중전화를 찾았기 때문이다."
1109,그는 회복이 빨랐다,그는 안도했다.,건강한 것을 느꼈다.,감사함과 안도였다.,아무런 아픔도/아무런 고통도
1110,그는 해병대에 입대했다,그는 자부심과 기쁨을 느꼈다.,최전선에서의 위험과 압박감을 느꼈다.,"전쟁에 대한 두려움과 동시에 자부심이었다. 해병대에서의 훈련과 경험을 통해 자신감을 얻었고, 국가를 위해 헌신하는 일에 대한 책임감을 느꼈다.","그는 자부심을 느꼈는데, 왜냐하면 그는 해병대에 입대했기 때문이다."
1111,그는 잠깐 낮잠을 자고 있었다,그는 상쾌하고 휴식을 취한 기분이었다.,피곤한, 피로와 지침이었다. 그는 잠시 동안 쉬어야 할 필요를 느꼈다.,아무런 것을
1112,그는 프로 농구를 하고 있었다,그는 흥분했다.,체력적인 것,"
경쟁심이 강했고, 승리를 위해 노력해야 했던 압력이었다.","그는 자부심을 느꼈는데, 왜냐하면 그는 프로 농구를 하고 있었기 때문이다."
1113,그는 쇼핑몰에서 쇼핑을 하러 갔다,그는 흥분했다.,행복한,최신 유행을 따라가고 싶은 욕구였다.,"그는 흥분된 것을 느꼈는데, 왜냐하면 그는 쇼핑몰에서 쇼핑을 하러 갔기 때문이다."
1114,그는 그녀의 입술을 느꼈다,당황했다.,사랑을 느꼈다.,그녀의 따뜻한 숨결과 달콤한 향기였다.,"그는 사랑을 느꼈는데, 왜냐하면 그는 그녀의 입술을 느꼈기 때문이다."
1115,그는 인색했다,.,타인의 도움을 받아야 했다.,타인에 대한 불신과 거부감이었다.,"그는 안타까운 것을 느꼈는데, 왜냐하면 그는 인색했기 때문이다."
1116,그는 처음에는 무서워했다,그는 처음에는 무서워했다.,위험한,"불안함과 두려움이었다. 그러나 시간이 지남에 따라, 그는 자신의 두려움을 이겨내고 새로운 도전에 대해 호기심을 갖게 되었다.","그는 호기심을 느꼈는데, 왜냐하면 그는 처음에는 무서워했기 때문이다."
1117,그는 곰을 겁줘서 쫓아내었다,그는 두려워해서 겁을 먹고 곰을 쫓아냈다.,위험한 것을느꼈다.,약간의 안도와 안정감이었다.,두려움을
1118,그는 은행 계좌를 확인했다,그는 안심하고 안정감을 느꼈다.,안전한 것을 느꼈다., 안정감과 안도였다. 그의 재산이 안전하게 보호되고 있음을 확인한 것이었다.,"불안한 것을 느꼈는데, 왜냐하면 그는 은행 계좌를 확인했기 때문이다."
1119,그는 그녀의 일거수일투족을 감시했다,그는 불안과 걱정으로 가득 찼다.,그는 의심의 그림자를 느꼈다.,그의 불안과 걱정이 더해졌다.,"그는 의심스러운 것을 느꼈는데, 왜냐하면 그는 그녀의 일거수일투족을 감시했기 때문이다."
1120,그는 새 직장에 취직했다,그는 기쁘고 설레었다.,보람을 느꼈다.,새로운 도전에 대한 긴장과 설렘이었다. 처음으로 새로운 환경에서 일을 시작하는 것은 불안하지만 동시에 기대가 되기도 했다.,기쁨을
1121,그는 댓글을 남겼다,그는 댓글을 남긴 후에 안도감을 느꼈다.,주관적인,다른 사람들의 반응을 보고 싶었던 것이었다.,"그는 어떤 것을 느꼈는데, 왜냐하면 그는 댓글을 남겼기 때문이다."
1122,그는 사람들을 돕는 것을 좋아했다,그는 뿌듯하고 만족했다.,자부심을 느꼈다.,다른 사람들에게 도움을 주는 것으로부터 얻는 보람과 만족감이었다.,"그는 보람을 느꼈는데, 왜냐하면 그는 사람들을 돕는 것을 좋아했기 때문이다."
