,input,A,B,B2
1456,그는 술을 많이 마셨다,그는 스트레스를 받고 있었다,음주운전 사고를 당하다,그는 친구들과 술자리를 가졌다
1457,그는 매니큐어를 받았다,그는 그녀와의 데이트를 기대하다,친구의 결혼식에 참석하기로 했다,그는 손톱을 다듬었다
1458,그는 일격을 가했다,그는 상대방을 모욕당하다,상대방을 모욕하다,그는 상대방을 조롱했다
1459,그는 아침을 먹었다,그는 배가 고팠다,운동을 하다,그는 운동을 했다
1460,그는 페디큐어를 받았다,그는 발을 관리하기 위해 미용실에 예약을 했다,발을 아프게 하다,그는 발톱을 잘라 단정하게 정리했다
1461,그는 밴드를 시작했다,그는 음악을 연습하다,기타를 배우다,그는 음악에 대한 열정을 가지고 있었다
1462,그는 볼륨을 높였다,그는 그의 좋아하는 노래를 듣기 시작했다,귀가 아프다,그는 음악을 좋아하는 친구들과 함께 있었다
1463,그는 새 라켓을 구입했다,그는 테니스를 다시 시작하기로 결정했다,테니스 대회에 참가하기를 계획하다,그는 테니스 대회에서 우승했다
1464,그는 새 직장이 생겼다,그는 이직을 결정하고 이력서를 업데이트했다,이직을 결정하다,그는 이력서를 업데이트했다
1465,그는 알람이 울려도 잠을 자지 않았다,그는 밤늦게까지 일을 하다,시험 공부를 하느라 밤을 샜다,그는 밤늦게까지 일을 하고 있었다
1466,그는 식료품 쇼핑을 하러 갔다,그는 냉장고에 음식이 거의 없다고 느꼈다,냉장고에 음식 재고가 없다고 느끼다,그는 냉장고 안의 재료를 확인했다
1467,그는 유튜브에서 동영상을 시청했다,그는 집에서 시간을 보내고 있었다,친구에게 추천받다,그는 친구에게 추천받은 영상을 찾았다
1468,그는 학교를 그리워 했다,그는 방학이 끝나고 다시 학교에 가야 한다,방학이 끝나다,그는 친구들과 함께 많은 추억을 만들었다
1469,그는 내일 시험이 있었다,그는 시험 공부를 시작했다,밤늦게까지 공부하다,그는 밤새 공부했다
1470,그는 새 선풍기를 구입했다,그는 더운 날씨에 계속해서 땀을 닦고 있었다,집안의 더위를 견딜 수 없게 되다,그는 인터넷에서 다양한 선풍기를 비교해보았다
1471,그는 자신감이 더 생겼다,그는 그의 업적을 인정받았다,새로운 프로젝트를 성공적으로 마무리하다,그를 칭찬하는 말을 많이 들었다
1472,그는 날씨를 확인했다,그는 그녀가 다음 주말에 야외 활동을 계획하고 있다고 알게 되었다,야외 활동을 계획하다,그는 야외 활동을 계획하고 있었다
1473,그는 반려동물을 키우고 싶어 했다,그는 어릴 적부터 동물을 좋아했다,자신의 아파트에서 반려동물을 키울 수 있는 규정을 확인하다,그는 동물 보호소에서 자원봉사를 하기로 결정했다
1474,그는 뉴스를 확인했다,그는 최근에 일어난 사건에 대해 알아보다,최근에 발생한 사건에 대해 궁금해하다,그는 소문을 들었다
1475,그는 손가락을 두드렸다,그는 문을 두드리다,문을 열다,그는 방 안에서 누군가의 목소리를 들었다
1476,그는 아내와 이혼했다,그는 결혼생활에 실망하다,부정적인 변화를 겪다,그들은 서로 갈등을 겪었다
1477,그는 그 어느 때보다 기분이 좋아졌다,그는 좋아하는 사람과의 데이트를 앞두고 있었다,오랜만에 가족들과 만나다,그는 오랜만에 가족들과 함께 시간을 보냈기 때문이었다
1478,그는 강아지를 키우게 되었다,그는 동물 보호소에서 강아지를 입양하다,동물 보호소에서 입양하다,그의 아이들이 강아지를 원했다
1479,그는 최선을 다해 노력했다,그는 시험에서 좋은 성적을 받기 위해 열심히 공부하다,시험에서 1등을 차지하다,그는 많은 도전과 어려움을 겪었다
1480,그는 가려움을 느꼈다,그는 모기에 물리다,모기에 물리다,그는 샤워를 하지 않았다
1481,그는 영화를 보고 싶어 했다,그는 최신 영화 예고편을 보고 싶어 했다,친구들과 만나고 싶어하다,그는 오랜만에 친구들과 만나서 즐거운 시간을 보냈다
1482,그는 전화가 울리기 시작했다,그는 친구로부터 전화를 받다,자기 알람을 설정하다,그는 전화를 기다리고 있었다
1483,그는 걸을 수 없었다,그는 다리를 다친 상태였다,다리를 다쳤다,그는 길을 건너려고 했다
1484,그는 스스로를 아끼는 사람였다,그는 건강에 신경을 쓰다,건강검진을 받다,그는 건강한 삶을 살기로 결심했다
1485,그는 정책을 변경했다,그는 이전 정책이 실패했다고 인정하다,새로운 정보를 받다,그는 다양한 이해당사자들과의 회의를 진행했다
1486,그는 좋아하는 셔츠가 있었다,그는 그 셔츠를 온라인에서 구매하기로 결정했다,청소를 하고 나서 발견했다,그는 옷가게에서 쇼핑을 했다
1487,그는 짐을 챙겼다,그는 여행을 떠나기로 결정했다,여행을 떠나기로 결정하다,그는 여행용 가방을 싸기로 했다
1488,그는 머리를 풀어헤쳤다,그는 오랫동안 머리를 묶어뒀다,며칠 동안 엄청난 압박을 받다,그는 중요한 프로젝트를 마무리했다
1489,그는 그후 기분이 훨씬 나아졌다,그는 스트레스 해소를 위해 운동을 하다,오랜만에 가족과 만나다,그는 그후에 좋은 소식을 들었다
1490,그는 셀카를 찍었다,그는 새로운 헤어스타일을 시도했다,새로운 헤어스타일을 시도하다,그는 화장을 고쳤다
1491,그는 친구들과 팝콘을 나눠 먹었다,그는 영화를 보러 갔다,영화를 보다,그는 영화관에 갔다
1492,그는 자신감이 생겼다,그는 그의 성과를 인정받다,운동을 시작하다,그는 어려운 시험을 통과했다
1493,그는 컬렉션에 추가했다,그는 새로운 작품을 발견하다,희귀한 동전을 발견하다,그는 오랜 시간을 찾아 다녔다
1494,그는 어젯밤에 잘 잤다,그는 그날 밤에 스트레스를 받지 않았다,오랜만에 피곤하다,그는 중요한 프레젠테이션을 준비하느라 바쁜 하루를 보냈다
1495,그는 수염을 길렀다,그는 군대를 제대하고 있다,군대에서 전역하다,그는 군대에서 전역했다
1496,그는 눈싸움을 하고 있었다,그는 그녀와 장난을 치고 있었다,친구와 장난을 치다,그는 친구들과 놀이를 즐기고 있었다
1497,그는 저녁을 걸렀다,그는 자전거 타기를 즐기다,요리를 시작하다,그는 식재료를 장에서 샀다
1498,그는 아침 일찍부터 일을 시작했다,그는 중요한 프로젝트를 마무리하려고 했다,늦게 자다,그는 아침에 일찍 일어나서 운동을 했다
1499,그는 그녀를 좋아하는 것 같았다,그는 그녀에게 많은 관심을 보였다,그녀에게 고백하다,그는 그녀와 함께 많은 시간을 보냈다
1500,그는 휴대폰을 찾을 수 없었다,그는 집을 나갈 때 휴대폰을 잊어버렸다,집을 나와서 날씨가 좋아서 산책을 하다,그는 휴대폰을 충전기에 꽂아 놓았다
1501,그는 너무 많이 사용했다,그는 신용카드 청구서를 받았다,신용카드 한도를 초과하다,그는 자금이 한정되어 있다고 인식하지 않았다
1502,그는 출근을 위해 옷을 입었다,그는 회사에 늦지 않기 위해 서둘러 옷을 입다,일어나서 샤워하다,그는 샤워를 했다
1503,그는 얼룩을 제거했다,그는 옷이 더럽혀졌다,새로운 세탁제를 사용하다,그는 실수로 음료수를 쏟았다
1504,그는 다시 고개를 흔들었다,그는 그의 의견을 바꾸다,친구의 제안을 거절하다,그는 이미 한 번 거절했다
1505,그는 혼자 술을 마셨다,그는 스트레스를 받아서 혼자 술을 마시기로 했다,스트레스를 받다,그는 스트레스를 받고 있었다
1506,그는 스마트폰을 구입했다,그는 이전에 오래된 폰을 사용하다,예전 폰이 고장나다,그는 오랜 기간 동안 구입을 고민했다
1507,그는 타이어를 걷어찼다,그는 자동차를 주차하고 나왔다,차에서 교체용 타이어를 찾다,그는 차를 운전하고 있었다
1508,그는 전에는 한 번도 해본 적이 없었다,그는 새로운 요리를 시도하다,친구들과 함께 스카이다이빙을 시도하다,그는 항상 두려움을 느꼈기 때문에 시도하지 않았다
1509,그는 새 스웨터를 구입했다,그는 옷장을 정리하다,그는 쇼핑을 하고 나서 새 스웨터를 발견하다,그는 쇼핑을 하러 백화점에 갔다
1510,그는 친구에게 고마워했다,그는 그의 생일을 축하해준 친구에게 고마워했다,어려운 시기를 겪다,그는 친구에게 큰 도움을 받았다
1511,그는 실수로 발을 헛디뎠었다,그는 미끄러운 바닥에 발을 헛디딘 것을 알아챘다,어떤 물건을 밟다,그는 바닥이 미끄러워서 조심하지 않았다
1512,그는 두통이 생겼다,그는 하루 종일 화면을 바라보고 있었다,하루 종일 화면을 바라보다,그는 물을 충분히 마시지 않았다
1513,그는 친구에게 조언을 구했다,그는 어떤 문제에 대해 고민하고 있다,새 직장에서 어려움을 겪다,그는 어려운 결정을 내리기 위해 고민하고 있었다
1514,그는 탄산음료를 끊었다,그는 건강을 위해 다이어트를 시작했다,건강이 나빠지다,그는 하루에 너무 많은 음료를 섭취했다
1515,그는 자리를 찾았다,그는 차를 주차하다,오랜 시간을 서성이다,그는 여러 교실을 돌아다녔다
1516,그는 목발을 사용했다,그는 다리를 다쳤다,다리를 다쳤다,그는 사고를 당했다
1517,그는 여자처럼 흐느꼈다,그는 그의 가족이 다른 도시로 이사를 가기로 결정했다,가장 친한 친구에게 배신당하다,그는 가족 문제로 슬픔을 겪었다
1518,그는 가방을 확인했다,그는 여행을 준비하다,집을 나오고 나서 가방에 지갑이 없다고 깨닫다,그는 지갑을 잃어버렸다
1519,그는 지갑을 잃어버렸다,그는 지갑을 어디에 두었는지 기억하지 못했다,쇼핑을 하다,그는 카페에서 지갑을 놓고 왔다
1520,그는 첫 번째 치아를 잃었다,그는 사고로 얼굴을 다치다,자전거 사고를 당하다,그는 사고로 얼굴을 다쳤다
1521,그는 데이트 상대를 만났다,그는 그녀를 인터넷에서 만났다,친구의 소개로 만나다,그녀와 인터넷에서 대화를 나눴다
1522,그는 실수로 총을 쐈다,그는 총을 다루는 법을 배우지 않았다,총을 잘못 다루다,그는 총을 안전하게 다루기 위한 교육을 받지 않았다
1523,그는 나머지를 맡았다,그는 팀원들과 업무 분담을 결정하다,다른 사람들이 모두 일을 떠맡기를 거부하다,다른 사람들이 이미 일부를 처리했다
1524,그는 머리를 손질했다,그는 머리카락이 너무 길어서 자를 필요가 있었다,미용실에서 새로운 헤어스타일을 시도하다,그는 헤어 스타일을 고민했다
1525,그는 주차할 차를 찾았다,그는 쇼핑몰 주차장에 도착했다,쇼핑몰 주차장에 도착하다,그는 차를 주차하기 위해 도로를 오가고 있었다
1526,그는 공에서 눈을 떼지 못했다,그는 농구 경기를 관람하고 있었다,축구 경기를 보다,그는 경기에서 승리하기 위해 최선을 다했다
1527,그는 남자친구에게 물어봤다,그는 그녀와 결혼하고 싶다,결혼하고 싶다고 생각하다,그녀는 결혼을 생각하고 있었다
1528,그는 실수로 폰을 눌러 전화를 걸었다,그는 주소록을 확인하다,주변 소음에 집중하지 않다,그는 주먹으로 폰을 꽉 쥐었다
1529,그는 학교까지 가는 카풀을 놓쳤다,그는 자전거를 타고 학교까지 갔다,버스를 타기로 결정하다,그는 버스를 타려고 기다렸지만 시간이 너무 늦었다
1530,그는 머리를 부딪쳤다,그는 방금 높은 곳에서 내려왔다,사물함 문을 열려고 했을 때 일어나다,그는 높은 곳에서 물건을 찾아내려 했다
1531,그는 친구들을 다시 만나게 되었다,그는 오랜만에 고향을 방문하다,오랜만에 휴가를 내다,그들과 오랜만에 연락을 주고받았다
1532,그는 물을 많이 마셨다,그는 운동 후에 목이 말라서 물을 많이 마셨다,운동을 하다,그는 운동을 많이 했다
1533,그는 커피를 마시고 싶어 했다,그는 잠을 설치고 있었다,아침에 일어나자마자 수면 부족을 느끼다,그는 하루 종일 일을 했다
