,input,A,B
1711,그는 변화가 필요했다,더 나은 삶을 원한다,불만족하다
1712,그는 그녀에게 와주셔서 감사하다고 했다,공손하다,예의 바르다
1713,그는 무엇을 먹을지 결정했다,결단력이 있다,결단력 있다
1714,그는 그녀의 뺨을 만졌다,화가 났다,화나다
1715,그는 부모님과 다시 함께 살게 되었다,가족을 중요시한다,행복하다
1716,그는 손으로 그늘을 만들었다,창의적이다,예술적이다
1717,그는 조깅을 시작했다,건강하다,건강하다
1718,그는 고개를 절레절레 흔들었다,부정적이거나 거부하는 태도를 보인다,부끄럽다
1719,그는 재채기를 시작했다,갑작스럽다,감기에 걸리다
1720,그는 새 텐트를 구입했다,야외 활동을 좋아한다,캠핑을 좋아한다
1721,그는 이리저리 뛰어다녔다,활동적이다,적극적이다
1722,그는 좋아하는 프로그램을 시청했다,즐거워하다,즐겁다
1723,그는 곰을 봤다,놀라다,놀라다
1724,그는 한 쪽 편을 들었다,궁금한 사람이다,호기심 많다
1725,그는 독서를 좋아했다,지적이다,지적이다
1726,그는 친구와 대화했다,사교적이다,사교적이다
1727,그는 며칠 내에 갱신되었다,희망적이다,피곤하다
1728,그는 대학을 졸업했다,교육을 받다,자랑스럽다
1729,그는 어지러움을 느꼈다,혼란스럽다,혼란스럽다
1730,그는 주사위를 굴렸다,운이 좋다,운이 좋다
1731,그는 책 전반에 걸쳐 사용했다,지적이다,지루하다
1732,그는 학교 첫날을 시작했다,긴장되어 있다,긴장하다
1733,그는 결국 시작했다,결단력이 있다,결단력 있다
1734,그는 한 모금을 더 마셨다,탐닉이 강하다,술을 좋아한다
1735,그는 자판기에서 캔디바를 꺼내었다,간단한 즐거움을 찾다,달콤하다
1736,그는 돌아가고 싶지 않았다,행복하다,안도하다
1737,그는 군대에 입대했다,국가를 위해 헌신한다,훈련받다
1738,그는 최근에 구매했다,소비욕이 강하다,부유하다
1739,그는 다음날 배송했다,신속하다,신속하다
1740,그는 집세를 제때 납부했다,신뢰할 만하다,책임있다
1741,그는 어쨌든 그것을 구입했다,고집 세다,결단력 있다
1742,그는 심지어 양말 한 켤레도 만들었다,창의적이다,꼼꼼하다
1743,그는 허무한 일을 저질렀다,실망스럽다,무책임하다
1744,그는 핫도그를 전자레인지에 넣었다,게으르다,게으르다
1745,그는 사탕을 너무 많이 먹었다,달콤한 것을 좋아하다,달콤하다
1746,그는 그녀의 혀를 휘저었다,폭력적이다,무례하다
1747,그는 열이 났다,아프다,아프다
1748,그는 어느 날 숲에서 등산을 했다,자연을 즐긴다,활기차다
1749,그는 뱀을 죽였다,용감하다,무섭다
1750,그는 쌍둥이를 임신 중였다,놀라운 일을 경험하고 있다,행복하다
1751,그는 출근 준비를 했다,책임감이 있다,꾸준하다
1752,그는 연기 냄새를 맡았다,근사하다,연기에 둘러싸이다
1753,그는 고양이 두 마리를 키우고 있었다,애완동물을 좋아한다,애완 동물을 좋아한다
1754,그는 정말 화를 내었다,화려하다,화나다
1755,그는 피자도 먹었다,식욕이 강하다,허기지다
1756,그는 새 신발이 필요했다,필요를 인식하다,구식이다
1757,그는 오줌을 쌌다,어린애다,부끄럽다
1758,그는 가는 게 좋을 것 같았다,위험을 피하는 것을 좋아한다,불안하다
1759,그는 학교 마지막 날였다,슬프다,허무하다
1760,그는 알람 시계를 설정했다,철저하다,철저하다
1761,그는 번개에 맞았다,운이 나쁘다,운이 없다
1762,그는 선생님께 물었다,호기심이 많다,호기심 많다
1763,그는 첫 경기에서 승리했다,유망하다,자신감 넘친다
1764,그는 뉴스 시청을 중단했다,궁금하다,무관심하다
1765,그는 원하는 대로 골랐다,자유롭다,결단력 있다
1766,그는 커피를 마셨다,활기차다,깨어있다
1767,그는 그녀에게 번호를 알려줬다,호감을 가지고 있다,친절하다
1768,그는 스케이트보드를 좋아했다,모험심이 강하다,활동적이다
1769,그는 밤새 잠을 잤다,피곤하다,피곤하다
1770,그는 곧 면접을 보게 되었다,긴장되어 있을 것이다,긴장되다
1771,그는 거북이를 봤다,귀엽다,호기심 많다
1772,그는 음악에 맞춰 춤을 추웠다,즐거워하는 것을 좋아한다,유쾌하다
1773,그는 고양이에게 장난감을 줬다,친근하다,친근하다
1774,그는 임신을 하게 되었다,놀랍다,기쁘다
1775,그는 여전히 배고팠다,굶주렸다,굶주리다
1776,그는 줄 맨앞에 서 있었다,선입견이 없다,참을성 있다
1777,그는 더 좋은 좌석을 배정받았다,운이 좋다,운이 좋다
1778,그는 그의 개를 줬다,관대하다,관대하다
1779,그는 새 고양이를 얻었다,사랑스럽다,행복하다
1780,그는 기분이 훨씬 좋아졌다,기쁘다,환하다
1781,그는 20분 늦었다,부주의하다,부주의하다
1782,그는 다시 초대했다,환대적이다,친근하다
1783,그는 자기 십자가를 졌다,희생적이다,희생적이다
1784,그는 길고양이를 발견했다,호기심이 많다,친근하다
1785,그는 부케를 함께 들고 있었다,로맨틱하다,로맨틱하다
1786,그는 새로운 친구들을 만났다,사교적이다,즐겁다
1787,그는 다시 돌려보내야 했다,실망스럽다,불쌍하다
1788,그는 바닥에 수프를 엎질렀다,어설프다,어설프다
1789,그는 커브볼을 던지는 방법을 배웠다,스포츠에 열정적이다,재능 있다
1790,그는 여권을 받았다,국제적이다,기쁘다
1791,그는 자신을 사랑했다,자신에 대해 자신감이 있다,자아실현이 높다
1792,그는 뉴스를 보고 있었다,현재 이슈에 관심이 많다,관심이 많다
1793,그는 약속을 취소했다,실망스럽다,신중하지 못하다
1794,그는 포만감을 느꼈다,만족스럽다,만족하다
1795,그는 제 휴대폰을 떨어뜨렸다,조심하지 않다,어리석다
1796,그는 밖에서 놀고 싶어했다,즐겁다,활발하다
1797,그는 드디어 합류했다,마침내 도착했다,환영받다
1798,그는 게임 방법을 배웠다,호기심 많다,숙달되다
1799,그는 모자에서 토끼를 꺼내었다,마술사처럼 보인다,마술사 같다
1800,그는 임신했을 수도 있었다,놀랍다,부푸다
1801,그는 새 신발을 구입했다,소비에 소질이 있다,행복하다
1802,그는 자신의 힘을 키웠다,자신감이 있다,강하다
1803,그는 그녀의 목에 코를 대었다,친밀하다,친밀하다
1804,그는 뭔가 나쁜 냄새가 났다,부정적인 인상을 준다,몸이 지독하다
1805,그는 결국 치유되었다,강하다,강인하다
1806,그는 실수로 발로 찼다,어리석다,어설프다
1807,그는 전화기를 떨어뜨렸다,서투르다,어리둥절하다
1808,그는 누군가에게 전화를 걸어야 했다,소심하다,궁금하다
1809,그는 개를 키우고 싶어 했다,애완동물을 좋아한다,애완동물을 좋아한다
1810,그는 정지 신호에 멈췄다,법을 지키는 시민이다,안전하다
1811,그는 상을 받았다,우수하다,자랑스럽다
1812,그는 집이 필요했다,안정을 찾고 있다,무모하다
1813,그는 그림 그리는 것을 좋아했다,예술적이다,예술적이다
1814,그는 그것을 애완동물로 키우고 있었다,애정이 많다,다정하다
1815,그는 데이트 상대가 생겼다,행운이 있다,행복하다
1816,그는 온라인에서 만났다,사교적이다,사교적이다
1817,그는 학교에 가고 싶지 않았다,귀찮다,귀찮다
1818,그는 자신의 길을 갔다,단호하다,당당하다
1819,그는 직접 의상을 제작했다,창의적이다,창의적이다
1820,그는 오르가즘을 느꼈다,만족했다,만족하다
1821,그는 충분한 수면을 취했다,상쾌하다,상쾌하다
1822,그는 어젯밤에 집에 돌아왔다,늦잠을 자서 지각했다,피곤하다
1823,그는 연필을 달라고 했다,쓰기를 좋아한다,필요하다
1824,그는 산을 올랐다,능력이 있다,씩씩하다
1825,그는 곧 시작했다,빠르다,열정적이다
1826,그는 현장 학습을 떠났다,모험심이 강하다,모험심이 강하다
1827,그는 매일 밤 잠을 잤다,건강하다,규칙적이다
1828,그는 새 드레스를 구입했다,쇼핑을 좋아한다,행복하다
1829,그는 체온을 확인했다,신경질적이다,건강하다
1830,그는 무기가 통과하는 것을 막았다,용감하다,용감하다
1831,그는 자신의 십자가를 졌다,희생적이다,희생적이다
1832,그는 비명 소리를 들었다,놀랐다,놀라다
1833,그는 숨을 골랐다,죽다,피곤하다
1834,그는 코스튬 콘테스트에서 우승했다,창의적이고 재능있다,창의적이다
1835,그는 그녀에게 갔다,사랑스럽다,사랑에 빠지다
1836,그는 어쨌든 일했다,성실하다,성실하다
1837,그는 속도를 빨리했다,성급하다,운전실수를 한다
1838,그는 블록을 서로 연결했다,창의적이다,능숙하다
1839,그는 샌드위치를 주문했다,배고프다,배고프다
1840,그는 월급을 받았다,기쁘다,기쁘다
1841,그는 그녀를 다시 쳐다봤다,호감을 가지다,호감을 가지다
1842,그는 그녀의 방으로 갔다,호의적이다,호기심 많다
1843,그는 더 건강하게 먹었다,건강을 중시한다,신경 쓴다
1844,그는 다음 날 아침에 일어났다,생존하고 있다,상쾌하다
1845,그는 자신의 휴대폰을 두고 갔다,부주의하다,분실하기 쉽다
1846,그는 마침내 잠이 들었다,피곤하다,피곤하다
1847,그는 테이크아웃을 주문했다,게으르다,편리함을 좋아한다
1848,그는 말에서 떨어졌다,겁이 많다,자신감 없다
1849,그는 귀에 염증이 있었다,불편하다,아프다
1850,그는 목표물을 명중시켰다,명중률이 높다,정확하다
1851,그는 장난감을 살았다,어린이다,아이 같다
1852,그는 베이스 기타를 연주했다,음악적이다,재능 있다
1853,그는 숨바꼭질 놀이를 했다,유쾌하다,재미있다
1854,그는 두통을 앓았다,고통스럽다,고통받다
1855,그는 말이 많았다,소곤거리다,활발하다
1856,그는 충분한 휴식을 취했다,피곤하지 않다,신선하다
1857,그는 나쁜 리뷰를 남겼다,심술궂다,신중하지 않다
1858,그는 자신을 선택했다,자신에게 확신이 있다,결단력 있다
1859,그는 아마존에서 영화를 주문했다,편리함을 추구한다,영화광
1860,그는 손가락을 깨물었다,긴장되어 있다,긴장하다
1861,그는 공을 쳤다,운동을 좋아한다,자신감 넘친다
1862,그는 면허를 갱신했다,책임감이 있다,책임감 있다
1863,그는 여자친구가 생겼다,행복해 보인다,행복하다
1864,그는 훨씬 나아졌다,발전했다,건강하다
1865,그는 학교 가는 버스를 놓쳤다,답답하다,서둘러야 한다
1866,그는 새 소파를 필요로 했다,소비욕이 강하다,편안함을 추구한다
1867,그는 레스토랑을 열었다,창의적이다,창의적이다
1868,그는 멋진 휴가를 보내고 있었다,행복해 보인다,행복하다
1869,그는 웃겨 보였다,유머 감각이 있다,유머러스하다
1870,그는 배고팠다,식욕이 강하다,굶주리다
1871,그는 양손을 모두 사용했다,솜씨가 좋다,능숙하다
1872,그는 거의 다 왔다,성공에 가깝다,피곤하다
1873,그는 감기가 심했다,아프다,아프다
1874,그는 헤어스타일을 바꿨다,변화를 추구한다,특별하다
1875,그는 기분이 매우 좋았다,기쁘다,환하다
1876,그는 정말 좋아했다,열정적이다,행복하다
1877,그는 이메일을 받았다,연락을 기다리고 있다,기쁘다
1878,그는 귀를 쫑긋 세웠다,호기심이 많다,경계심이 많다
1879,그는 단편 소설을 쓰고 있었다,창의력이 풍부하다,창의적이다
1880,그는 밖에 나가서 놀았다,활발하다,즐겁다
1881,그는 내일 수학 시험이 있었다,걱정스러워 보인다,걱정스럽다
1882,그는 길 잃은 개를 발견했다,친절하다,친절하다
1883,그는 휴대폰을 꺼내었다,연락을 기다리고 있다,분주하다
1884,그는 친구에게 가르쳐 달라고 부탁했다,배우려고 노력한다,배우려 하다
1885,그는 전화를 걸었다,소통을 중요시한다,사교적이다
1886,그는 그녀를 닮았다,유사한 점이 있다,사랑에 빠지다
1887,그는 드디어 시작했다,결심이 강하다,결단력 있다
1888,그는 주차할 장소를 찾았다,귀찮다,만족하다
1889,그는 체력을 회복했다,건강하다,활기차다
1890,그는 친구들에게 자랑했다,자부심이 강하다,자부심이 강하다
1891,그는 마침내 확인했다,확신이 있다,확신한다
1892,그는 최근에 구입했다,소비적이다,부유하다
1893,그는 반지를 찾았다,감동적이다,운이 좋다
1894,그는 팔을 심하게 다쳤다,아픔을 겪고 있다,고통 받다
1895,그는 시리얼 한 그릇을 먹었다,식욕이 강하다,배고프다
1896,그는 타이어를 교체했다,숙련된 정비사다,능숙하다
1897,그는 공과금 납부에 어려움을 겪고 있었다,경제적으로 어려움을 겪고 있다,가난하다
